Subrun Event Type ystart yend ydiff length Eng Michel
146 7290 Pion -74.6365 -88.4016 13.7652 21.6629 1.6214 0
146 7291 Pion 79.4669 79.3146 0.152344 4.18323 0.181313 0
146 7292 Pion 117.347 46.0145 71.3323 117.642 0.780219 0
146 7294 Pion 17.5804 -7.17186 24.7523 36.0377 0.734377 0
146 7295 Pion -23.5687 -69.9079 46.3392 108.214 1.10619 0
146 7297 Pion 18.6609 37.1504 18.4896 18.893 1.51065 0
146 7299 Pion -12.4735 83.3205 95.794 258.205 1.18314 0
149 7402 Pion 67.4706 87.9391 20.4686 23.6456 1.9546 0
149 7403 Pion 82.1412 83.5932 1.45193 44.1407 0.413486 0
149 7404 Pion -33.4825 -78.3852 44.9028 50.0856 0.321685 0
149 7404 Pion -33.985 -40.3812 6.39627 9.31995 0.321685 0
149 7406 Pion -0.698497 1.05228 1.75077 5.24434 1.35817 0
149 7408 Pion 20.7446 -17.1784 37.923 41.0539 0.711048 0
149 7409 Pion 24.2083 27.9975 3.7892 20.8232 0.278481 0
149 7409 Pion 27.2807 32.9546 5.67392 20.6721 0.278481 0
149 7412 Pion -89.2255 -2.83567 86.3899 119.346 1.03256 0
149 7414 Pion -38.1457 -67.4816 29.3359 49.4477 1.6276 0
149 7415 Pion 16.5722 12.2623 4.30981 8.10786 0.271791 0
149 7417 Pion 84.9203 103.405 18.4851 36.7085 1.52778 0
149 7419 Pion 9.92517 -2.80087 12.726 46.2814 0.398866 0
149 7420 Pion 79.5722 67.3171 12.2551 46.9757 1.39757 0
149 7421 Pion 81.103 115.041 33.9383 96.3886 1.43215 0
149 7422 Pion -48.9672 -73.2415 24.2744 34.7529 1.66333 0
149 7424 Pion 32.8578 38.9809 6.12316 100.401 1.02974 0
149 7425 Pion -35.0671 -12.6749 22.3923 47.7938 0.567839 0
149 7426 Pion -20.2209 -22.5875 2.36652 4.90602 0.174538 0
149 7430 Pion -9.25337 -106.034 96.7802 141.589 0.620824 0
149 7432 Pion -2.46088 -1.16652 1.29436 38.0736 0.772931 0
149 7436 Pion -33.3167 -89.5547 56.2379 77.9663 1.01771 0
149 7438 Pion 90.1902 116.023 25.8327 29.4551 0.67441 0
149 7439 Pion -58.9046 -58.0602 0.844387 38.7245 0.573165 0
149 7440 Pion 32.4946 -94.3908 126.885 131.069 0.74394 0
149 7441 Pion 74.8074 57.4488 17.3586 161.113 1.97594 0
149 7445 Pion -2.73001 -29.9437 27.2137 59.7326 1.00777 0
149 7446 Pion 15.9645 51.9353 35.9708 86.9669 1.65798 0
149 7448 Pion -38.097 -85.9774 47.8804 53.1982 0.672661 0
149 7449 Pion -63.8392 -84.2755 20.4362 55.3841 1.76994 0
149 7450 Pion -77.8009 -115.438 37.6368 96.3336 0.991336 0
154 7651 Pion -43.1092 -71.1664 28.0572 38.4216 1.41301 0
154 7652 Pion 91.0698 85.4843 5.58547 37.9221 0.72309 0
154 7654 Pion 57.9837 41.0437 16.94 39.9008 0.258421 0
154 7654 Pion 59.6667 43.5343 16.1325 18.5449 0.258421 0
154 7654 Pion 41.5163 29.6026 11.9138 13.4176 0.258421 0
154 7656 Pion 66.2254 71.9173 5.6919 13.1503 0.8996 0
154 7657 Pion -56.9311 -37.439 19.4921 55.6226 1.64986 0
154 7659 Pion -55.3098 -54.8289 0.480843 28.8094 1.75509 0
154 7659 Pion -55.5005 -55.4057 0.0947838 10.7276 1.75509 0
154 7661 Pion 29.7022 18.775 10.9271 62.2581 1.15075 0
154 7662 Pion 111.522 86.3905 25.1319 26.2112 0.240778 0
154 7664 Pion -22.7527 -25.031 2.27827 40.7323 0.630477 0
154 7668 Pion -58.9558 -46.4018 12.554 29.2711 1.41926 0
154 7671 Pion -10.3698 -25.0036 14.6338 60.8784 0.549239 0
154 7673 Pion 74.0399 -11.7358 85.7758 109.478 0.729421 0
154 7674 Pion 80.6104 117.263 36.6522 52.2068 1.6611 0
154 7677 Pion -35.4722 -19.4174 16.0548 43.1905 0.760168 0
154 7678 Pion -101.938 -61.5183 40.4202 189.586 1.27402 0
154 7679 Pion -66.6198 -79.2685 12.6487 16.3794 0.747383 0
154 7680 Pion -11.1768 34.927 46.1038 90.3013 0.472981 0
154 7681 Pion 59.6566 62.7994 3.14279 5.64631 1.13352 0
154 7681 Pion 62.7493 65.154 2.40468 4.71486 1.13352 0
154 7682 Pion 12.1988 -1.60991 13.8087 14.257 0.415541 0
154 7684 Pion 40.0245 19.6305 20.394 98.6848 0.830027 0
154 7685 Pion -55.8355 -20.603 35.2326 60.8467 1.99665 0
154 7686 Pion 5.55991 4.15148 1.40843 11.8348 0.458104 0
154 7687 Pion -33.6549 -37.8652 4.21026 10.4839 0.194115 0
154 7688 Pion -110.167 -103.207 6.9597 8.04035 0.345632 0
154 7689 Pion -111.046 -91.532 19.5136 28.6982 1.92626 0
154 7690 Pion -37.6894 -6.3659 31.3235 42.2667 0.741823 0
154 7692 Pion 64.9044 -77.9748 142.879 144.949 0.990685 0
154 7694 Pion 51.2792 117.422 66.1429 125.747 1.16446 0
154 7695 Pion -88.7467 -97.9608 9.21415 20.607 0.62954 0
154 7698 Pion -15.0879 -38.1232 23.0353 32.3894 0.784844 0
154 7698 Pion -14.9357 -10.6364 4.29928 6.71436 0.784844 0
154 7700 Pion -33.0484 26.5701 59.6184 61.7462 0.686345 0
97 4802 Pion -43.7585 -52.0998 8.34132 27.5769 1.31433 0
97 4803 Pion 89.8842 35.5454 54.3389 93.5953 1.25964 0
97 4804 Pion 28.8074 31.9722 3.16488 19.6514 0.448221 0
97 4805 Pion 26.4318 -24.8116 51.2435 63.8165 0.823323 0
97 4807 Pion -115.72 -76.6793 39.0405 65.0059 1.32643 0
97 4808 Pion -87.7317 80.3104 168.042 214.086 1.23584 0
97 4809 Pion 25.6437 33.7323 8.08869 11.4076 0.491967 0
97 4810 Pion -78.5039 -92.6285 14.1246 17.6379 0.219784 0
97 4816 Pion -2.75948 34.7281 37.4875 73.8285 1.93048 0
97 4820 Pion 117.547 39.5314 78.0155 86.4939 1.94615 0
97 4821 Pion -87.7361 -111.613 23.8772 106.522 1.31266 0
97 4823 Pion 56.3502 82.1422 25.792 85.3343 0.798332 0
97 4826 Pion 28.3137 62.2588 33.9451 37.5145 1.22407 0
97 4827 Pion -98.9423 -98.1848 0.757492 7.28894 0.183115 0
97 4836 Pion -43.7634 -32.2891 11.4743 53.6497 0.757473 0
97 4836 Pion -67.7113 -44.4171 23.2943 49.0566 0.757473 0
97 4837 Pion -115.474 -83.2806 32.1936 54.3286 0.876858 0
97 4842 Pion -87.0443 -99.816 12.7717 30.9044 0.288706 0
97 4845 Pion -22.1111 -41.5141 19.403 32.4001 0.337969 0
97 4848 Pion -26.878 -32.713 5.83499 8.96274 0.190126 0
97 4850 Pion -9.14515 -8.09031 1.05484 1.05589 1.6213 0
198 9854 Pion -94.0298 -115.487 21.4569 108.143 1.16501 0
198 9855 Pion 111.354 34.5808 76.7731 121.759 1.93774 0
198 9856 Pion 68.1162 39.9433 28.1729 44.2188 0.501366 0
198 9859 Pion -115.431 -106.404 9.02672 39.1137 1.73814 0
198 9861 Pion 17.1288 84.8501 67.7213 75.7264 1.89629 0
198 9863 Pion -71.2568 -67.576 3.68078 36.4501 0.478214 0
198 9863 Pion -72.7606 -70.3695 2.39115 3.00107 0.478214 0
198 9866 Pion -69.7376 -13.5162 56.2213 89.2785 1.10349 0
198 9868 Pion 36.3817 35.5592 0.822483 8.15033 1.20277 0
198 9869 Pion 67.8327 94.8044 26.9717 151.578 0.89349 0
198 9871 Pion -38.5598 -59.4314 20.8716 26.7643 0.237945 0
198 9872 Pion 73.8607 56.2628 17.5979 27.5846 1.07503 0
198 9873 Pion -12.5172 68.4426 80.9598 84.4291 0.645785 0
198 9874 Pion 18.4239 13.3041 5.11976 13.0886 1.51726 0
198 9876 Pion -36.505 16.433 52.938 78.9359 0.358526 0
198 9876 Pion -36.6463 -35.2179 1.42845 2.69139 0.358526 0
198 9877 Pion 117.27 93.0186 24.2515 30.4742 0.852097 0
198 9878 Pion 95.2047 96.0785 0.873878 4.34256 0.3063 0
198 9879 Pion 50.0677 48.3346 1.73307 29.3771 0.304401 0
198 9879 Pion 49.0278 50.5478 1.51991 9.39424 0.304401 0
198 9880 Pion 68.7995 -3.87633 72.6758 241.155 0.949663 0
198 9880 Pion 68.7149 72.8611 4.14616 17.1519 0.949663 0
198 9881 Pion 96.6346 29.3733 67.2613 78.5425 0.861475 0
198 9883 Pion -99.3132 -49.0022 50.3111 52.0198 0.407277 0
198 9885 Pion 68.2486 84.7392 16.4906 18.9892 0.560388 0
198 9886 Pion 19.6867 52.8584 33.1717 46.9048 0.842298 0
198 9887 Pion 46.0311 33.1605 12.8706 56.365 1.44823 0
198 9888 Pion -43.8505 -32.0618 11.7887 25.7427 1.52963 0
198 9890 Pion -30.161 -27.678 2.48302 14.6022 1.79388 0
198 9891 Pion -115.487 -110.662 4.82543 5.85095 1.00281 0
198 9892 Pion -96.6748 -96.5006 0.174133 2.28787 1.98257 0
198 9893 Pion 49.0531 -8.51312 57.5662 59.0327 1.21215 0
198 9895 Pion -39.5408 4.81353 44.3543 50.5553 0.41833 0
198 9895 Pion -43.6982 -44.4205 0.72234 1.1369 0.41833 0
198 9897 Pion -33.9419 -46.9683 13.0264 22.1123 0.369746 0
266 13252 Pion 67.7163 117.351 49.6348 64.0069 0.604829 0
266 13254 Pion 96.0972 99.2591 3.16197 8.63632 1.21788 0
266 13256 Pion -68.5623 96.2914 164.854 246.379 1.26826 0
266 13257 Pion -56.4396 -57.5631 1.12352 38.6896 1.4508 0
266 13259 Pion 90.1038 64.8575 25.2463 48.5842 1.2918 0
266 13260 Pion -66.4369 -55.8811 10.5558 14.3344 0.642165 0
266 13262 Pion 10.2837 16.3939 6.11016 12.6551 0.873221 0
266 13263 Pion 24.3863 -11.4868 35.8731 36.5393 0.958438 0
266 13265 Pion 77.9394 73.1697 4.76974 26.5863 0.305323 0
266 13268 Pion -58.3654 -79.9303 21.5648 85.2489 0.67673 0
266 13269 Pion -22.168 116.474 138.642 172.138 0.686355 0
266 13271 Pion -17.2493 -38.6363 21.3871 35.7887 1.33918 0
266 13276 Pion -22.914 -12.3273 10.5867 21.6768 0.228223 0
266 13277 Pion -32.9657 -32.2888 0.676922 5.58592 0.496443 0
266 13278 Pion 20.2147 25.701 5.4863 83.4122 0.499174 0
266 13280 Pion 86.0296 90.6275 4.5979 34.9867 1.34953 0
266 13281 Pion -70.831 -70.4712 0.359879 5.0394 0.283557 0
266 13284 Pion 117.347 86.6571 30.69 41.9348 1.92282 0
266 13286 Pion 33.8645 29.6204 4.24408 55.2522 0.407057 0
266 13286 Pion 34.0307 36.9809 2.9502 3.61977 0.407057 0
266 13287 Pion 47.2549 40.5358 6.71909 70.373 1.17073 0
266 13288 Pion -58.7045 -58.7478 0.0432777 40.6689 0.642069 0
266 13290 Pion 103.949 -26.8888 130.837 186.948 0.834745 0
266 13291 Pion -25.919 0.162633 26.0817 69.3186 1.39049 0
266 13292 Pion 50.6937 92.7635 42.0697 246.908 1.27261 0
266 13294 Pion -5.44006 -102.114 96.6736 159.968 0.910101 0
266 13296 Pion 7.25077 10.2835 3.03274 14.3171 0.400784 0
266 13297 Pion 96.8492 83.984 12.8652 47.2458 0.746333 0
266 13300 Pion -78.0317 -87.7751 9.74345 69.5453 0.927085 0
271 13501 Pion -33.6993 -50.711 17.0117 39.6537 0.529123 0
271 13501 Pion -51.1374 -63.7869 12.6495 26.7538 0.529123 0
271 13502 Pion -24.1529 -33.0318 8.87888 22.3959 1.31587 0
271 13504 Pion -10.4081 -10.9006 0.492495 3.29555 0.994094 0
271 13509 Pion -14.1689 117.314 131.482 158.789 1.47332 0
271 13510 Pion -34.7446 -74.1763 39.4317 106.802 0.748493 0
271 13511 Pion 62.2711 61.5259 0.745251 52.6706 1.10497 0
271 13514 Pion -80.8964 -73.9752 6.92118 39.387 1.00191 0
271 13518 Pion -103.125 -42.5855 60.5394 78.0248 1.29053 0
271 13519 Pion 0.901167 16.3254 15.4242 52.2265 0.300211 0
271 13520 Pion 47.4797 42.8116 4.66809 18.1815 1.45695 0
271 13522 Pion 85.3152 117.413 32.0976 33.4624 1.023 0
271 13525 Pion -29.4515 -27.8458 1.60568 80.0195 0.719217 0
271 13528 Pion -54.7371 -101.531 46.7937 50.6032 1.73789 0
271 13532 Pion 27.8868 42.5781 14.6913 119.822 1.22462 0
271 13533 Pion -20.5828 -115.145 94.5622 173.68 0.837221 0
271 13535 Pion 5.11809 -43.8085 48.9266 72.5989 0.662369 0
271 13537 Pion -2.02435 -3.69793 1.67357 7.78931 1.07025 0
271 13542 Pion -31.488 -13.7455 17.7426 36.364 0.343993 0
271 13547 Pion -77.0196 -73.333 3.68664 11.7188 0.198863 0
271 13549 Pion -93.6692 -103.216 9.54711 43.0205 1.51992 0
271 13550 Pion -49.0901 -46.3941 2.69599 9.81716 0.394623 0
227 11302 Pion 103.405 83.3524 20.0524 28.2428 0.492625 0
227 11305 Pion -110.682 -64.3677 46.3147 63.844 0.886656 0
227 11307 Pion -29.2076 -31.2667 2.05906 5.90379 0.179589 0
227 11308 Pion -3.7551 -64.1293 60.3742 63.8144 0.886413 0
227 11310 Pion -44.1188 -33.0614 11.0574 16.0251 0.836197 0
227 11311 Pion 10.5502 -33.77 44.3202 77.1768 0.764687 0
227 11316 Pion -6.7115 10.6529 17.3644 21.9684 1.53747 0
227 11317 Pion -96.1168 -40.4329 55.6839 85.0753 1.79614 0
227 11321 Pion 83.5946 77.9941 5.60044 39.3315 1.76923 0
227 11327 Pion 35.5138 56.2463 20.7325 25.4286 0.264535 0
227 11329 Pion -35.3969 -48.1075 12.7106 48.7564 1.18564 0
227 11329 Pion -36.125 -37.0991 0.974087 0.992068 1.18564 0
227 11334 Pion -107.394 -46.9389 60.4549 82.7796 1.35605 0
227 11335 Pion 10.1771 1.74568 8.43139 20.1002 0.984781 0
227 11336 Pion 117.4 60.2613 57.1392 60.2835 1.79857 0
227 11336 Pion 113.331 112.378 0.953629 2.07707 1.79857 0
227 11336 Pion 116.335 115.53 0.804756 1.45305 1.79857 0
227 11339 Pion -56.7155 -32.7967 23.9189 27.109 1.22876 0
227 11340 Pion 59.6628 73.4087 13.7459 71.39 1.3857 0
227 11342 Pion -32.6347 -38.1204 5.4857 16.5482 1.39123 0
227 11343 Pion -115.522 -56.0522 59.4695 101.1 1.39282 0
227 11344 Pion -65.1969 -57.8803 7.31668 16.1694 0.44762 0
227 11345 Pion 63.2355 54.6154 8.62006 11.9848 0.262691 0
227 11345 Pion 62.8473 60.8291 2.01821 5.4471 0.262691 0
227 11347 Pion -62.6513 -52.3869 10.2645 59.5494 0.447511 0
227 11348 Pion -33.4864 -82.6543 49.1679 53.3927 0.9488 0
227 11349 Pion 58.3532 100.3 41.9472 114.652 0.630929 0
227 11350 Pion 6.11101 -36.5487 42.6597 45.2536 1.97808 0
235 11701 Pion 32.1562 43.3108 11.1546 21.3482 1.39712 0
235 11702 Pion 78.7816 86.2985 7.51688 43.4548 0.958474 0
235 11703 Pion -55.3512 -68.1692 12.818 26.5638 1.65561 0
235 11704 Pion 18.4621 15.3802 3.08189 56.5714 0.609031 0
235 11706 Pion -11.5027 -28.589 17.0863 18.8004 0.303288 0
235 11707 Pion 99.377 92.5023 6.87473 26.4525 0.829355 0
235 11708 Pion 18.2942 5.16513 13.1291 19.7257 0.97056 0
235 11709 Pion -99.3659 -82.2038 17.162 49.0829 1.78344 0
235 11712 Pion -0.361059 -16.8214 16.4604 18.2017 0.279994 0
235 11715 Pion 60.7573 -21.8908 82.6481 91.6112 1.74093 0
235 11716 Pion 59.3375 61.0981 1.76057 5.58023 0.246192 0
235 11718 Pion 17.4793 7.74251 9.73676 17.9892 0.216743 0
235 11719 Pion -95.8356 -97.4836 1.64801 4.16758 1.38117 0
235 11720 Pion 96.7098 71.716 24.9937 221.569 1.21144 0
235 11721 Pion 117.405 91.9333 25.4722 29.8994 1.49821 0
235 11722 Pion 37.7693 66.0338 28.2644 63.8755 1.58376 0
235 11726 Pion -4.45499 -1.54558 2.9094 82.2226 0.672831 0
235 11727 Pion 61.5084 91.3365 29.8281 81.7914 0.590323 0
235 11730 Pion 52.3665 70.1749 17.8084 134.444 0.934532 0
235 11730 Pion 52.3469 51.6953 0.651554 5.17076 0.934532 0
235 11732 Pion -82.7642 -103.502 20.7379 87.6537 0.875324 0
235 11733 Pion 47.6047 -48.8181 96.4229 101.377 1.55732 0
235 11734 Pion 36.1147 39.7492 3.63449 15.3417 0.512766 0
235 11736 Pion 60.0823 75.6063 15.5239 61.1083 1.19697 0
235 11738 Pion -81.9959 -56.977 25.0189 59.2582 1.64973 0
235 11743 Pion 67.3782 117.077 49.6991 51.5721 1.34246 0
235 11747 Pion -53.8009 -65.3603 11.5594 44.1827 0.327234 0
235 11748 Pion -45.9608 -63.5928 17.632 32.2801 0.374251 0
139 6901 Pion -27.5329 -28.7536 1.22074 65.0058 1.17352 0
139 6904 Pion -34.822 -93.4546 58.6326 83.3482 1.73428 0
139 6910 Pion 76.4974 80.3836 3.8862 12.5917 0.841301 0
139 6911 Pion 64.2784 70.3005 6.02213 7.9104 1.90363 0
139 6911 Pion 66.7145 65.1489 1.5656 3.22655 1.90363 0
139 6912 Pion -64.9588 -90.6162 25.6574 31.8798 1.99197 0
139 6914 Pion 56.6998 55.4641 1.23566 9.66274 0.220985 0
139 6915 Pion -63.0658 -23.7976 39.2681 121.888 0.646327 0
139 6916 Pion 24.2525 8.1397 16.1129 52.2614 1.44423 0
139 6918 Pion 90.8565 48.3825 42.474 105.119 1.80559 0
139 6919 Pion 64.3818 20.5849 43.7969 53.9094 0.525243 0
139 6920 Pion 45.6909 117.371 71.6802 78.7377 1.36208 0
139 6922 Pion 74.4695 75.5173 1.04784 8.81111 0.409958 0
139 6923 Pion -97.1619 -98.2049 1.04307 2.91688 0.880708 0
139 6924 Pion 94.4242 114.553 20.1292 105.975 1.09921 0
139 6926 Pion -115.396 -2.44587 112.95 119.375 0.504763 0
139 6927 Pion 74.6534 117.421 42.7674 46.3951 1.08256 0
139 6931 Pion -3.62915 19.2256 22.8548 120.788 1.73644 0
139 6932 Pion -17.3917 6.60355 23.9953 28.7698 0.40602 0
139 6933 Pion -10.3358 -2.20807 8.12776 36.4061 0.58953 0
139 6934 Pion 37.7953 99.632 61.8367 194.179 1.02999 0
139 6937 Pion -54.0238 -75.4228 21.399 195.746 1.21796 0
139 6938 Pion -2.89365 11.502 14.3957 17.1215 1.11386 0
139 6939 Pion -85.7369 -115.977 30.2398 47.9384 1.00929 0
139 6939 Pion -87.9065 -91.6357 3.72928 10.8473 1.00929 0
139 6939 Pion -86.632 -88.2723 1.6403 2.66469 1.00929 0
139 6940 Pion 34.4938 65.1569 30.6631 264.878 1.92388 0
139 6941 Pion -45.1719 -89.5588 44.3869 117.632 1.47887 0
139 6942 Pion -96.4011 -99.6237 3.22266 166.847 1.71422 0
139 6943 Pion -115.461 -78.5263 36.9344 47.0792 1.6957 0
139 6944 Pion -46.0574 -48.9425 2.88513 4.55957 1.64752 0
139 6944 Pion -47.4775 -47.6458 0.16832 1.45072 1.64752 0
139 6945 Pion 78.4451 85.1618 6.71671 28.1447 0.245412 0
139 6947 Pion -9.3983 -16.3082 6.90991 36.367 1.80942 0
139 6948 Pion -10.6883 13.0726 23.7608 64.8102 0.468467 0
139 6948 Pion -9.95984 4.34066 14.3005 62.9914 0.468467 0
139 6949 Pion 29.4407 54.2331 24.7924 66.7679 0.838324 0
139 6950 Pion 11.4856 82.2149 70.7292 74.3497 0.347113 0
140 6951 Pion 18.2419 39.4372 21.1953 70.7891 0.487652 0
140 6952 Pion -27.1012 -31.9049 4.80366 145.071 1.9111 0
140 6953 Pion -19.6167 -39.0746 19.4579 106.292 1.68331 0
140 6955 Pion -31.4286 6.71391 38.1425 49.4684 1.60998 0
140 6956 Pion 74.552 14.9287 59.6233 96.421 1.4068 0
140 6957 Pion -42.4601 -10.459 32.0011 157.252 0.826478 0
140 6957 Pion -41.974 -40.7074 1.26661 3.1804 0.826478 0
140 6958 Pion -88.8319 11.9072 100.739 130.664 1.40024 0
140 6959 Pion -54.0855 -115.49 61.4045 65.442 1.67842 0
140 6960 Pion -19.3182 12.0354 31.3535 85.9033 0.881031 0
140 6963 Pion 71.0283 85.7551 14.7268 26.8256 1.84182 0
140 6964 Pion -82.0235 -110.491 28.4674 49.0014 0.474785 0
140 6965 Pion 23.1295 19.1467 3.98274 14.9229 0.371642 0
140 6966 Pion -32.254 -32.9514 0.697388 11.3217 0.517435 0
140 6968 Pion -59.2397 -45.1124 14.1272 41.3647 0.82175 0
140 6968 Pion -59.0421 -71.5218 12.4797 32.8513 0.82175 0
140 6971 Pion 104.882 112.002 7.12067 9.75892 1.46085 0
140 6972 Pion -43.9079 -34.6329 9.27498 11.1034 0.577568 0
140 6973 Pion -115.723 -57.4578 58.2649 105.377 1.3277 0
140 6974 Pion -75.2669 -115.545 40.2782 48.0774 0.478605 0
140 6975 Pion -45.2127 -37.5127 7.69999 178.539 1.511 0
140 6976 Pion -94.8524 -100.453 5.60063 17.1051 1.98728 0
140 6977 Pion 70.1316 63.8562 6.27541 30.2763 0.246661 0
140 6979 Pion 117.508 80.6821 36.8261 59.4085 1.20201 0
140 6979 Pion 117.213 115.389 1.82364 1.92976 1.20201 0
140 6980 Pion 87.8419 46.5657 41.2762 162.755 1.2779 0
140 6983 Pion -20.006 -44.5698 24.5638 100.878 1.1024 0
140 6985 Pion -96.2582 -58.1263 38.1319 44.743 1.3436 0
140 6986 Pion -61.4075 -59.7551 1.65244 83.8962 0.760731 0
140 6987 Pion -115.564 -74.737 40.8268 87.6333 1.65636 0
140 6988 Pion -1.66995 4.24911 5.91906 140.786 1.15496 0
140 6989 Pion 5.51387 111.08 105.566 129.146 0.489641 0
140 6992 Pion -73.9074 -69.9434 3.964 23.1251 1.8571 0
140 6993 Pion 26.5925 1.81032 24.7822 110.45 0.859265 0
140 6993 Pion 13.778 -45.7984 59.5764 82.3568 0.859265 0
140 6996 Pion 43.9953 77.236 33.2406 82.0003 0.483717 0
140 6997 Pion 18.2764 2.9175 15.3589 50.4013 1.29228 0
140 6998 Pion 43.6242 29.5734 14.0507 137.877 1.81382 0
140 6999 Pion -21.9419 -55.0244 33.0825 42.3338 1.20004 0
140 7000 Pion -9.31162 -98.7692 89.4576 96.4473 0.634354 0
148 7351 Pion -75.3877 -115.523 40.1352 52.1771 1.92563 0
148 7354 Pion -2.88854 -115.617 112.728 122.429 1.81184 0
148 7358 Pion -81.5634 -91.286 9.72261 15.5437 0.672214 0
148 7359 Pion 8.25351 6.03608 2.21742 21.1826 1.92936 0
148 7360 Pion -34.0875 -30.6609 3.42655 18.5158 0.491251 0
148 7361 Pion 117.302 67.6872 49.6144 61.9585 0.910656 0
148 7362 Pion -17.1262 -47.8321 30.706 45.294 0.54958 0
148 7367 Pion 25.8614 -24.6125 50.4739 58.1779 0.565396 0
148 7368 Pion -13.3172 -92.9702 79.653 83.0444 1.27571 0
148 7371 Pion -86.691 -92.7986 6.10764 15.8449 0.642826 0
148 7372 Pion -43.943 19.2863 63.2293 67.15 0.539978 0
148 7372 Pion -44.5704 -58.7638 14.1934 14.2553 0.539978 0
148 7374 Pion 101.568 89.7989 11.7689 14.3976 1.06627 0
148 7375 Pion -93.2136 -66.3741 26.8396 37.1888 1.12682 0
148 7377 Pion 65.7037 32.8122 32.8915 35.7017 1.05793 0
148 7380 Pion -4.25411 -3.72516 0.528952 46.986 0.575293 0
148 7381 Pion -59.1346 -38.186 20.9486 41.5647 1.84087 0
148 7382 Pion -115.467 -71.9724 43.4942 129.004 0.740551 0
148 7383 Pion 43.3664 36.3894 6.97697 41.2583 0.442421 0
148 7384 Pion -41.4231 -42.4823 1.05925 7.99575 0.591963 0
148 7386 Pion 22.4992 117.401 94.9016 172.129 0.976281 0
148 7388 Pion 46.1662 63.7954 17.6292 20.0596 0.47244 0
148 7392 Pion -75.4042 -94.538 19.1338 27.2448 0.394198 0
148 7396 Pion 39.8382 46.0225 6.18432 20.6856 0.316652 0
148 7397 Pion 7.50658 -20.2261 27.7327 37.5009 1.54523 0
148 7398 Pion 103.405 11.815 91.5902 124.317 1.6241 0
148 7399 Pion -81.7516 -52.3701 29.3814 115.89 1.73118 0
155 7703 Pion -70.3791 -61.7345 8.64461 12.3906 1.52816 0
155 7706 Pion 118.468 97.9829 20.4856 27.5865 1.54948 0
155 7707 Pion 35.8882 32.5694 3.31882 26.0085 0.329037 0
155 7709 Pion 69.1372 62.3965 6.74074 47.2001 0.798326 0
155 7710 Pion -74.1542 -115.613 41.4591 60.9151 0.544968 0
155 7713 Pion -59.6285 -59.0812 0.547295 49.5245 0.44844 0
155 7713 Pion -58.564 -96.6332 38.0692 40.8437 0.44844 0
155 7715 Pion -7.68664 -24.5577 16.871 99.1846 1.24539 0
155 7716 Pion -59.0374 -27.4995 31.5379 44.7545 1.44777 0
155 7720 Pion -43.2184 -45.9144 2.69603 33.6825 0.256858 0
155 7721 Pion -22.6835 -13.0835 9.59999 30.6642 1.29639 0
155 7722 Pion -76.0894 -115.928 39.8387 141.156 1.09094 0
155 7725 Pion -78.4469 -98.3944 19.9475 33.041 0.300525 0
155 7725 Pion -74.027 -80.9429 6.91589 13.6512 0.300525 0
155 7727 Pion 52.9554 -42.3171 95.2724 180.508 1.93422 0
155 7728 Pion 117.42 -86.8052 204.225 220.17 1.368 0
155 7729 Pion -104.52 29.2689 133.789 149.52 1.4328 0
155 7735 Pion 73.5191 48.9762 24.5429 34.6866 0.664947 0
155 7736 Pion -74.7559 -76.921 2.16517 5.2981 0.290005 0
155 7737 Pion 4.41084 -16.5269 20.9377 27.7376 1.23167 0
155 7738 Pion 36.9807 49.125 12.1443 15.2146 1.2701 0
155 7740 Pion -75.48 -24.6057 50.8743 61.8095 0.725049 0
155 7741 Pion -40.964 0.755758 41.7197 92.8985 1.24676 0
155 7742 Pion -115.414 -93.0386 22.3754 29.9085 0.884392 0
155 7743 Pion 117.411 88.7534 28.6574 31.6577 1.58974 0
155 7746 Pion -39.548 85.5714 125.119 140.734 0.695109 0
155 7750 Pion -61.0016 26.7157 87.7173 123.585 0.69774 0
156 7752 Pion -3.48263 -13.7368 10.2541 65.7699 1.05215 0
156 7753 Pion -66.2839 -83.1682 16.8843 73.2625 0.963573 0
156 7754 Pion -44.1958 -26.9758 17.22 29.6471 0.394068 0
156 7755 Pion -59.4875 -56.4823 3.00517 135.801 1.57834 0
156 7756 Pion 121.469 92.4936 28.9752 85.2938 0.695365 0
156 7757 Pion -101.233 -17.7307 83.5024 117.478 1.24947 0
156 7758 Pion 42.8257 73.1636 30.3379 39.822 0.816839 0
156 7759 Pion 18.5775 22.7727 4.19522 9.89857 0.19322 0
156 7760 Pion 70.082 101.056 30.9743 53.9983 1.07924 0
156 7762 Pion 105.384 43.4509 61.9334 101.354 1.32777 0
156 7763 Pion -16.8381 33.3581 50.1962 69.024 0.591137 0
156 7764 Pion 84.3654 72.1338 12.2316 23.5081 0.778024 0
156 7767 Pion -56.1045 -67.5622 11.4577 97.6127 1.68182 0
156 7769 Pion 42.8293 18.5495 24.2798 69.6502 0.348097 0
156 7770 Pion 6.72816 3.12119 3.60697 54.4796 0.329376 0
156 7771 Pion -115.468 -13.0804 102.388 108.195 1.93932 0
156 7772 Pion -20.2071 -114.876 94.6689 97.5034 1.15077 0
156 7773 Pion 80.6627 87.2 6.53723 33.1188 1.46192 0
156 7776 Pion 37.1828 10.8296 26.3532 41.4066 1.43609 0
156 7778 Pion -18.7918 26.7507 45.5425 201.029 0.869862 0
