Subrun Event Type process ystart yend ydiff length Eng Michel
211 10538 Muon 1 117.45 85.3523 32.0977 53.1669 1.69905 0
211 10539 Muon 1 50.8307 101.677 50.8467 142.647 1.08826 0
211 10539 Muon 1 49.9505 52.4731 2.52266 3.73681 1.08826 0
211 10540 Muon 1 117.567 81.7698 35.7972 71.9365 0.422453 0
211 10541 Muon 1 18.1954 -99.4405 117.636 228.393 0.672627 0
211 10542 Muon 1 35.3147 39.4754 4.16074 13.8496 0.585016 0
211 10543 Muon 1 13.4893 -5.61586 19.1051 103.437 1.0747 0
211 10544 Muon 1 10.1777 27.9303 17.7525 216.553 0.591641 0
211 10545 Muon 1 111.52 94.2443 17.2758 21.8998 0.207953 0
211 10545 Muon 1 96.1538 87.5879 8.56586 11.3651 0.207953 0
211 10546 Muon 1 -33.8685 -28.7909 5.07752 11.1717 1.17682 0
211 10547 Muon 1 52.068 -5.99094 58.059 191.146 0.549128 0
211 10548 Muon 1 51.2927 -0.160361 51.453 211.28 1.51782 0
211 10550 Muon 1 -115.408 -57.03 58.3785 61.2996 1.37017 0
216 10751 Muon 1 -75.0548 -80.2073 5.15242 47.3041 0.588135 0
216 10752 Muon 1 -39.3039 -115.474 76.1701 139.36 0.910442 0
216 10753 Muon 1 -115.317 -53.1395 62.178 151.904 1.55797 0
216 10756 Muon 1 -115.526 -53.482 62.0442 106.049 1.19871 0
216 10757 Muon 1 27.3348 14.8566 12.4781 15.8695 0.167025 0
216 10759 Muon 1 -109.016 94.8643 203.88 291.104 1.90923 0
216 10760 Muon 1 -59.2705 -40.0163 19.2542 27.7075 1.08198 0
216 10763 Muon 1 81.1344 117.714 36.5799 50.544 0.401024 0
216 10764 Muon 1 23.1941 -115.129 138.323 183.729 0.903402 0
216 10766 Muon 1 -31.5489 -115.534 83.9849 100.718 0.522302 0
216 10768 Muon 1 9.25263 -115.603 124.855 141.223 1.14228 0
216 10769 Muon 1 77.9856 117.416 39.4305 166.564 1.12958 0
216 10769 Muon 1 80.4447 86.1296 5.68489 5.68948 1.12958 0
216 10770 Muon 1 -43.3729 -40.0375 3.33535 20.3062 1.40482 0
216 10772 Muon 1 -63.8565 9.06997 72.9264 152.844 0.462345 0
216 10774 Muon 1 82.9488 -14.1321 97.0809 180.279 0.600741 0
216 10776 Muon 1 71.9065 24.486 47.4205 59.8957 0.949927 0
216 10778 Muon 1 -39.7677 -16.1315 23.6362 168.89 0.93985 0
216 10779 Muon 1 18.3056 6.20479 12.1008 147.968 0.941684 0
216 10781 Muon 1 67.5037 117.364 49.8606 56.5067 1.44091 0
216 10782 Muon 1 17.1099 26.5727 9.46281 52.1255 0.656049 0
216 10784 Muon 1 -4.61216 33.4769 38.089 84.3304 0.849982 0
216 10785 Muon 1 115.932 -25.8544 141.787 318.564 1.20809 0
216 10787 Muon 1 74.8323 90.4148 15.5826 32.1376 0.261476 0
216 10788 Muon 1 26.2661 -115.556 141.822 155.036 0.78492 0
216 10789 Muon 1 117.355 -59.5521 176.907 195.152 1.87737 0
216 10790 Muon 1 7.77485 5.92636 1.8485 33.4896 1.71679 0
216 10791 Muon 1 -5.60546 -8.53804 2.93258 64.6306 0.390072 0
216 10792 Muon 1 -27.909 -40.6694 12.7604 14.0612 0.171359 0
216 10793 Muon 1 39.4484 46.1806 6.73221 10.4213 1.40228 0
216 10794 Muon 1 -91.0491 117.3 208.349 222.285 1.04841 0
216 10795 Muon 1 99.6528 83.4567 16.1961 16.7287 0.172502 0
216 10795 Muon 1 99.8427 100.721 0.878578 4.19964 0.172502 0
216 10796 Muon 1 -13.489 48.1187 61.6076 180.884 1.25507 0
216 10797 Muon 1 -35.8973 35.4243 71.3216 134.021 0.429745 0
216 10797 Muon 1 -33.8082 -34.7058 0.897621 8.04238 0.429745 0
216 10798 Muon 1 -73.8983 -52.8571 21.0412 44.485 0.296678 0
216 10799 Muon 1 37.4093 37.5302 0.120949 13.8192 0.164167 0
216 10800 Muon 1 63.2974 72.4626 9.16514 128.1 0.687732 0
237 11801 Muon 1 -11.1917 -115.435 104.243 182.803 0.644126 0
237 11804 Muon 1 -65.9474 -115.379 49.4321 71.5353 1.39809 0
237 11806 Muon 1 53.6639 57.7944 4.13043 97.6555 0.605367 0
237 11807 Muon 1 36.7183 -12.3491 49.0675 248.451 1.93562 0
237 11811 Muon 1 -20.0377 56.4409 76.4786 163.389 0.804841 0
237 11814 Muon 1 29.6374 57.6165 27.9791 30.6125 0.210046 0
237 11815 Muon 1 34.6149 17.4033 17.2116 302.318 0.801971 0
237 11816 Muon 1 12.6919 -60.1048 72.7967 139.658 0.606377 0
237 11819 Muon 1 -115.375 -25.6156 89.7597 100.647 0.982817 0
237 11820 Muon 1 103.268 60.0172 43.251 228.097 0.976069 0
237 11820 Muon 1 103.339 102.323 1.01521 5.42026 0.976069 0
237 11821 Muon 1 -35.4814 -22.5504 12.9309 23.4545 1.77863 0
237 11822 Muon 1 84.6835 92.6112 7.92772 47.9455 1.73307 0
237 11823 Muon 1 117.3 92.6082 24.6916 62.6574 0.935941 0
237 11824 Muon 1 -64.842 -115.54 50.6977 62.555 1.85924 0
237 11825 Muon 1 58.2685 -86.7716 145.04 259.519 0.721474 0
237 11826 Muon 1 1.66884 -91.1293 92.7982 275.805 0.877681 0
237 11828 Muon 1 -45.3134 -16.9101 28.4032 230.455 1.08371 0
237 11830 Muon 1 -82.2803 117.478 199.759 210.864 1.15375 0
237 11831 Muon 1 -80.0192 5.05803 85.0772 126.703 1.01977 0
237 11832 Muon 1 -37.0956 3.80506 40.9006 43.1077 0.235052 0
237 11833 Muon 1 -115.003 -42.417 72.5864 74.0408 1.58994 0
237 11834 Muon 1 -91.6593 63.5587 155.218 212.03 1.46583 0
237 11837 Muon 1 103.286 66.776 36.5098 42.8933 1.39343 0
237 11839 Muon 1 -115.404 71.7079 187.112 344.25 1.87499 0
237 11840 Muon 1 117.434 -76.1275 193.562 236.626 1.70885 0
237 11841 Muon 1 112.879 3.1917 109.688 212.908 1.64469 0
237 11842 Muon 1 83.0859 12.8348 70.2511 170.738 1.25095 0
237 11843 Muon 1 -115.311 -63.3226 51.9879 63.2044 0.862424 0
237 11847 Muon 1 54.2069 -54.5571 108.764 235.844 0.665669 0
237 11848 Muon 1 15.1948 15.2817 0.0869274 8.60439 0.147726 0
237 11849 Muon 1 -1.06775 117.46 118.528 248.951 1.61441 0
237 11850 Muon 1 46.9434 117.627 70.6836 96.6492 1.93849 0
241 12001 Muon 1 -56.1467 8.74316 64.8898 143.328 0.456704 0
241 12002 Muon 1 101.675 89.855 11.8203 412.581 1.01762 0
241 12003 Muon 1 -17.5259 -13.3146 4.21135 13.756 0.426475 0
241 12005 Muon 1 -94.0945 -115.866 21.7717 69.7854 1.56191 0
241 12006 Muon 1 117.533 85.2174 32.316 48.9577 1.75994 0
241 12007 Muon 1 -115.274 -67.443 47.8314 72.8086 0.574666 0
241 12008 Muon 1 -75.7194 -60.1447 15.5747 28.3945 0.831139 0
241 12011 Muon 1 104.327 -43.118 147.445 183.443 0.566325 0
241 12011 Muon 1 105.8 117.368 11.5685 14.5889 0.566325 0
241 12012 Muon 1 39.0508 83.2117 44.1609 122.584 0.40269 0
241 12015 Muon 1 -115.465 -89.2242 26.2407 26.9335 0.679143 0
241 12016 Muon 1 32.6532 42.5227 9.86946 62.4414 1.46916 0
241 12018 Muon 1 33.1564 -0.284244 33.4406 41.3692 0.226857 0
241 12020 Muon 1 -61.6223 -115.374 53.7521 72.5198 1.50852 0
241 12021 Muon 1 78.7015 80.9602 2.25871 27.6021 0.196889 0
241 12022 Muon 1 67.5374 117.343 49.8052 192.943 0.623681 0
241 12024 Muon 1 39.1326 25.7012 13.4313 169.646 0.794588 0
241 12024 Muon 1 39.8042 39.7505 0.0537338 7.14076 0.794588 0
241 12025 Muon 1 77.8738 117.367 39.4933 67.6391 1.24565 0
241 12026 Muon 1 -115.375 -87.2947 28.0799 28.6229 1.36757 0
241 12027 Muon 1 -3.06559 43.6611 46.7267 115.836 0.598248 0
241 12028 Muon 1 23.4417 117.507 94.0651 123.501 1.51835 0
241 12030 Muon 1 -14.7651 -115.384 100.619 153.024 1.23073 0
241 12031 Muon 1 77.922 117.308 39.3864 49.5224 1.03377 0
241 12033 Muon 1 -115.436 14.5431 129.979 161.003 1.53484 0
241 12034 Muon 1 -87.4673 61.6885 149.156 216.271 1.38459 0
241 12035 Muon 1 -13.0294 -21.2952 8.26581 124.046 0.404581 0
241 12035 Muon 1 -10.08 -1.33083 8.74914 47.953 0.404581 0
241 12036 Muon 1 88.7172 117.735 29.0177 55.3695 1.79472 0
241 12037 Muon 1 -54.0434 -64.7506 10.7073 26.2411 1.59165 0
241 12040 Muon 1 -92.2664 -115.288 23.0221 24.7919 1.19347 0
241 12041 Muon 1 117.46 77.0553 40.4046 68.5497 1.76536 0
241 12042 Muon 1 -0.57944 118.22 118.799 233.413 0.855503 0
241 12043 Muon 1 39.2757 37.0655 2.21025 19.4833 0.179308 0
241 12044 Muon 1 -14.0703 -8.84363 5.22672 43.4519 1.41875 0
241 12046 Muon 1 -54.5917 -56.6809 2.0892 28.1122 1.11505 0
241 12047 Muon 1 85.6527 -82.5996 168.252 266.831 0.968956 0
241 12048 Muon 1 53.8707 117.325 63.4547 96.3785 1.07902 0
241 12049 Muon 1 -6.9559 -42.7302 35.7744 70.3997 0.713277 0
241 12050 Muon 1 -33.759 23.857 57.6161 272.348 0.756341 0
220 10951 Muon 1 104.567 32.9157 71.6511 125.097 0.41892 0
220 10953 Muon 1 0.211778 81.666 81.4542 376.478 1.97929 0
220 10955 Muon 1 -115.418 -52.3014 63.1167 76.4197 0.728811 0
220 10956 Muon 1 5.75779 17.5357 11.7779 417.505 1.81141 0
220 10957 Muon 1 60.3943 -22.3769 82.7711 85.479 1.27782 0
220 10958 Muon 1 -34.5574 -65.7574 31.2001 150.581 1.35534 0
220 10959 Muon 1 5.21397 23.6235 18.4096 72.0037 0.597184 0
220 10960 Muon 1 -36.5585 25.1731 61.7317 108.748 0.405097 0
220 10962 Muon 1 48.6137 52.6104 3.99672 97.7018 1.70404 0
220 10963 Muon 1 -25.4662 -12.2419 13.2243 23.3047 0.190117 0
220 10964 Muon 1 -46.8379 -29.1717 17.6662 164.726 1.71083 0
220 10965 Muon 1 -26.2866 -78.7141 52.4275 135.696 1.01142 0
220 10966 Muon 1 29.8524 -15.5156 45.368 54.3893 0.984665 0
220 10967 Muon 1 -13.3396 -20.4347 7.09507 23.2681 0.18804 0
220 10968 Muon 1 81.9927 82.5693 0.576645 121.229 0.41539 0
220 10969 Muon 1 40.6175 44.6271 4.00961 23.304 0.416419 0
220 10975 Muon 1 70.5371 -89.6756 160.213 242.36 0.754343 0
220 10976 Muon 1 -76.7033 -115.455 38.752 54.2767 0.429772 0
220 10977 Muon 1 -29.1322 110.476 139.608 279.649 1.58918 0
220 10978 Muon 1 -101.845 -113.894 12.0487 12.4849 1.47134 0
220 10979 Muon 1 -38.5789 13.6149 52.1938 233.876 1.51752 0
220 10980 Muon 1 30.3155 22.3844 7.93114 210.119 1.56315 0
220 10981 Muon 1 117.351 86.3812 30.97 33.8712 0.886192 0
220 10983 Muon 1 -44.6409 -3.42543 41.2155 53.4803 1.51575 0
220 10984 Muon 1 117.393 -17.7414 135.135 147.767 1.186 0
220 10985 Muon 1 -23.7172 0.0664922 23.7837 137.423 0.678977 0
220 10987 Muon 1 14.8613 -9.62921 24.4905 428.624 1.10876 0
220 10987 Muon 1 9.65389 27.3456 17.6917 20.4694 1.10876 0
220 10988 Muon 1 -98.4122 45.9689 144.381 329.949 0.832143 0
220 10989 Muon 1 -40.1997 -29.5919 10.6078 62.1087 0.510825 0
220 10990 Muon 1 -28.4793 49.8294 78.3087 143.06 0.470861 0
220 10990 Muon 1 -28.0913 -32.9392 4.84797 6.55707 0.470861 0
220 10991 Muon 1 -48.5815 70.6944 119.276 195.668 1.58311 0
220 10992 Muon 1 44.3537 42.1912 2.16245 8.1342 1.13468 0
220 10993 Muon 1 71.6507 117.456 45.8054 48.4712 1.16029 0
220 10994 Muon 1 14.4427 39.8651 25.4223 47.4796 0.801391 0
220 10995 Muon 1 4.82395 4.41012 0.413824 50.2745 1.832 0
220 10996 Muon 1 117.595 74.2457 43.3489 136.102 1.06856 0
220 10997 Muon 1 -95.6354 16.9303 112.566 197.621 1.42455 0
220 10998 Muon 1 -6.27117 17.2213 23.4924 30.7172 0.207096 0
220 10999 Muon 1 50.2963 49.0775 1.21886 16.0349 1.7347 0
220 11000 Muon 1 0.865484 -36.7296 37.5951 66.8256 0.283478 0
222 11051 Muon 1 -58.69 -3.21328 55.4767 57.3969 0.283896 0
222 11052 Muon 1 -83.8443 -28.9563 54.888 72.3233 0.354363 0
222 11052 Muon 1 -30.8724 -11.6776 19.1948 26.5095 0.354363 0
222 11053 Muon 1 109.066 -67.7416 176.808 308.411 1.44298 0
222 11057 Muon 1 4.32697 22.4301 18.1032 101.232 0.657015 0
222 11059 Muon 1 -61.5852 -59.3162 2.269 108.855 0.4532 0
222 11059 Muon 1 -59.3577 -59.2985 0.0591736 28.0764 0.4532 0
222 11059 Muon 1 -61.8046 -61.0944 0.710236 2.51431 0.4532 0
222 11060 Muon 1 -53.1945 28.1674 81.362 130.867 0.586059 0
222 11061 Muon 1 90.0624 31.9306 58.1317 109.594 0.643206 0
222 11062 Muon 1 -86.0344 -115.467 29.4331 34.0745 1.2795 0
222 11065 Muon 1 -55.6065 46.9249 102.531 132.152 1.48782 0
222 11066 Muon 1 -115.508 58.1704 173.679 180.695 0.666026 0
222 11067 Muon 1 99.5579 89.728 9.8299 31.6173 0.844402 0
222 11070 Muon 1 8.94902 3.78865 5.16037 29.7372 1.00052 0
222 11072 Muon 1 -115.447 -38.4667 76.9802 120.395 1.73066 0
222 11073 Muon 1 -106.941 48.328 155.269 158.625 0.537633 0
222 11073 Muon 1 -115.366 -107.476 7.89014 8.17517 0.537633 0
222 11074 Muon 1 -65.0509 40.2573 105.308 118.129 0.395352 0
222 11075 Muon 1 72.5821 83.13 10.5479 63.6685 0.27767 0
222 11076 Muon 1 -69.6769 -79.1118 9.43486 18.1013 0.634738 0
222 11079 Muon 1 -73.3224 -95.5178 22.1953 57.8844 1.40093 0
222 11081 Muon 1 64.5088 53.7586 10.7501 80.6495 0.336513 0
222 11082 Muon 1 -30.8755 9.87886 40.7544 246.357 1.07664 0
222 11083 Muon 1 84.0041 54.3488 29.6553 33.478 0.754905 0
222 11083 Muon 1 83.8219 117.306 33.4844 35.9421 0.754905 0
222 11085 Muon 1 -115.421 -88.579 26.8417 29.6811 0.892305 0
222 11087 Muon 1 -75.5136 -115.524 40.0104 49.2299 1.65414 0
222 11089 Muon 1 -100.86 -17.7238 83.1361 169.164 1.25342 0
222 11090 Muon 1 117.34 112.717 4.62359 5.26855 1.17776 0
222 11091 Muon 1 -93.6281 -115.48 21.8524 22.5218 1.49751 0
222 11092 Muon 1 -34.2284 -16.682 17.5464 525.919 1.21326 0
222 11095 Muon 1 -115.467 34.5691 150.036 221.9 1.88118 0
222 11096 Muon 1 41.3103 -2.40294 43.7132 168.876 0.960129 0
222 11097 Muon 1 85.9146 -3.85254 89.7671 165.569 1.25915 0
222 11098 Muon 1 -32.3365 49.5502 81.8868 104.674 1.40576 0
222 11100 Muon 1 -74.6918 4.42977 79.1215 99.0957 0.356424 0
231 11502 Muon 1 26.2773 117.319 91.0412 170.991 0.917885 0
231 11503 Muon 1 28.7888 117.371 88.5822 121.919 1.2548 0
231 11508 Muon 1 -3.47759 -115.728 112.25 309.264 1.7813 0
231 11509 Muon 1 81.7007 80.7937 0.906967 275.369 0.77306 0
231 11510 Muon 1 16.707 -53.4616 70.1686 194.42 0.545063 0
231 11511 Muon 1 117.479 79.5634 37.9159 200.732 1.53253 0
231 11512 Muon 1 117.125 71.867 45.2576 70.4994 1.2741 0
231 11513 Muon 1 -84.5117 -90.8116 6.29987 42.9797 0.494014 0
231 11514 Muon 1 8.38137 117.798 109.417 134.097 1.10971 0
231 11518 Muon 1 -115.505 25.0979 140.603 175.435 1.09909 0
231 11519 Muon 1 -63.7935 117.362 181.156 373.262 2.00224 0
231 11520 Muon 1 -9.2389 -13.4598 4.22092 7.51469 0.144771 0
231 11521 Muon 1 -23.3851 -14.3974 8.9877 22.8691 1.70155 0
231 11522 Muon 1 -69.2416 -33.8638 35.3777 71.0813 0.472248 0
231 11522 Muon 1 -69.2326 -82.2308 12.9982 28.4821 0.472248 0
231 11523 Muon 1 -0.907224 -0.648735 0.258489 11.7784 0.160629 0
231 11524 Muon 1 -19.1159 82.7915 101.907 377.417 1.09574 0
231 11526 Muon 1 -95.1074 -44.412 50.6955 85.1642 1.27498 0
231 11527 Muon 1 -110.367 -50.3953 59.9714 126.901 0.70886 0
231 11528 Muon 1 -56.4328 -114.986 58.5537 118.468 1.89312 0
231 11529 Muon 1 49.612 -84.5428 134.155 282.712 0.781475 0
231 11530 Muon 1 -115.499 -42.1797 73.3196 78.5231 0.711895 0
231 11531 Muon 1 42.9764 86.6139 43.6375 128.837 1.58592 0
231 11533 Muon 1 -46.4599 -115.403 68.9432 203.102 1.91869 0
231 11534 Muon 1 60.3789 -83.3867 143.766 174.761 1.63557 0
231 11535 Muon 1 -29.9862 -9.33297 20.6532 145.244 1.64906 0
231 11538 Muon 1 -115.523 -21.1805 94.3427 264.567 1.15463 0
231 11541 Muon 1 66.9903 -115.377 182.367 191.816 1.37918 0
231 11544 Muon 1 86.563 -18.1236 104.687 221.758 1.236 0
231 11545 Muon 1 -115.343 81.4425 196.786 242.204 1.99069 0
231 11547 Muon 1 83.3811 -115.503 198.884 284.777 1.20094 0
231 11548 Muon 1 -98.6175 -94.7336 3.8839 201.011 0.558561 0
231 11549 Muon 1 117.558 84.3378 33.2204 38.0938 1.6908 0
231 11550 Muon 1 -53.383 -26.6993 26.6837 77.5787 1.43263 0
251 12501 Muon 1 -16.9723 58.432 75.4042 161.288 1.31051 0
251 12503 Muon 1 63.8843 -35.615 99.4993 214.921 1.85397 0
251 12504 Muon 1 19.1846 20.1138 0.929193 44.2697 1.26638 0
251 12504 Muon 1 17.5101 20.091 2.58092 4.11083 1.26638 0
251 12504 Muon 1 19.3222 19.3435 0.0212708 1.86863 1.26638 0
251 12505 Muon 1 -104.17 -79.6596 24.5105 50.9553 1.81895 0
251 12506 Muon 1 -50.3523 -60.9798 10.6275 66.2865 1.38091 0
251 12507 Muon 1 -115.322 -5.46131 109.861 128.022 0.472488 0
251 12508 Muon 1 -115.567 -25.6113 89.956 192.154 1.91088 0
251 12509 Muon 1 -39.6351 -41.7994 2.16427 239.661 0.66427 0
251 12511 Muon 1 -72.379 -61.2001 11.1789 118.735 1.02171 0
251 12512 Muon 1 -20.4993 -17.3043 3.19499 6.27778 0.140817 0
251 12513 Muon 1 -8.7303 -65.5325 56.8022 111.972 1.66309 0
251 12515 Muon 1 93.9629 117.473 23.5102 31.39 0.454666 0
251 12516 Muon 1 117.351 68.1937 49.1573 119.235 1.34759 0
251 12517 Muon 1 74.3041 79.2191 4.91502 13.8384 0.165444 0
251 12518 Muon 1 -57.9484 14.7449 72.6933 104.699 1.19895 0
251 12519 Muon 1 10.7046 -69.0336 79.7382 142.194 0.628053 0
251 12520 Muon 1 -34.8871 -61.5323 26.6453 67.0207 0.334766 0
251 12522 Muon 1 27.2207 -8.38043 35.6011 42.2714 0.219763 0
251 12523 Muon 1 -12.6732 -84.0481 71.3749 79.2595 1.37651 0
251 12524 Muon 1 116.179 5.89769 110.281 280.947 1.37875 0
251 12525 Muon 1 117.174 88.0847 29.0889 42.0638 0.644567 0
251 12526 Muon 1 58.02 -115.369 173.389 234.478 1.31326 0
251 12528 Muon 1 71.6552 98.1695 26.5143 65.7595 0.287727 0
251 12529 Muon 1 5.29506 -5.44774 10.7428 217.893 1.68379 0
251 12530 Muon 1 -61.366 -54.039 7.32704 91.9748 0.685874 0
251 12531 Muon 1 35.0642 -10.0318 45.096 364.682 1.58042 0
251 12531 Muon 1 34.9904 16.7713 18.2191 331.56 1.58042 0
251 12531 Muon 1 36.1046 34.9022 1.20238 2.16815 1.58042 0
251 12532 Muon 1 -28.725 32.0334 60.7584 77.56 0.635618 0
251 12533 Muon 1 -29.7927 -114.5 84.7071 193.304 1.38669 0
251 12534 Muon 1 -42.5894 -33.506 9.08345 30.126 0.433591 0
251 12536 Muon 1 -83.5332 117.287 200.82 210.789 1.72233 0
251 12539 Muon 1 2.85539 25.4235 22.5681 60.4075 1.25512 0
251 12541 Muon 1 -5.87292 117.3 123.173 162.08 0.85977 0
251 12544 Muon 1 8.5056 32.3754 23.8698 159.704 0.957663 0
251 12545 Muon 1 92.1696 117.022 24.8528 35.6419 1.58788 0
251 12546 Muon 1 33.8689 117.555 83.6864 90.7859 1.46985 0
251 12547 Muon 1 79.4681 79.9388 0.470718 4.14081 0.12136 0
251 12548 Muon 1 -79.6669 -29.3383 50.3286 101.702 1.61098 0
251 12549 Muon 1 117.526 -46.6834 164.209 321.857 0.937139 0
251 12550 Muon 1 -76.5288 -115.358 38.8291 45.17 1.87567 0
266 13251 Muon 1 56.4679 -100.992 157.46 288.93 1.51172 0
266 13254 Muon 1 -14.1354 16.3771 30.5125 316.594 1.65881 0
266 13256 Muon 1 32.64 117.369 84.7294 417.849 1.78905 0
266 13257 Muon 1 -26.9646 -37.9506 10.986 26.9156 0.198209 0
266 13258 Muon 1 -115.474 -62.0958 53.3784 61.5085 0.513437 0
266 13259 Muon 1 -115.428 -80.9269 34.5015 89.1102 1.32833 0
266 13261 Muon 1 -16.4146 -16.2457 0.168922 188.642 1.33753 0
266 13262 Muon 1 59.8635 1.25484 58.6087 109.555 0.376138 0
266 13263 Muon 1 -31.8754 -27.2633 4.61217 11.0136 0.146235 0
266 13264 Muon 1 -4.95805 -3.82016 1.13789 46.0973 0.239395 0
266 13265 Muon 1 47.6528 94.0225 46.3697 124.222 1.79684 0
266 13266 Muon 1 14.8925 117.679 102.786 103.655 0.597588 0
266 13267 Muon 1 -70.5873 -69.2995 1.28777 4.65577 1.82966 0
266 13268 Muon 1 83.087 117.127 34.0405 44.4407 1.81989 0
266 13269 Muon 1 -115.506 -84.2953 31.2105 51.6848 1.26964 0
266 13270 Muon 1 -115.429 -90.3293 25.0993 54.1565 1.25602 0
266 13273 Muon 1 117.228 70.6391 46.5884 75.8644 1.62235 0
266 13274 Muon 1 -61.655 -31.2755 30.3795 39.399 0.226328 0
266 13275 Muon 1 117.396 -40.9287 158.325 262.981 1.45228 0
266 13279 Muon 1 -48.7821 -115.41 66.6279 157.841 0.741155 0
266 13280 Muon 1 -99.9611 -86.0102 13.9509 82.5641 1.58398 0
266 13281 Muon 1 -94.6768 -103.113 8.43581 58.6014 0.268596 0
266 13282 Muon 1 -115.471 92.8768 208.348 529.528 1.57387 0
266 13283 Muon 1 -115.546 -111.149 4.39771 53.0804 1.38241 0
266 13284 Muon 1 -115.47 -0.873862 114.596 141.816 0.773171 0
266 13285 Muon 1 -46.3176 11.7842 58.1018 86.3774 0.987244 0
266 13286 Muon 1 83.2581 103.071 19.8134 27.8396 1.50203 0
266 13287 Muon 1 51.6217 -37.9699 89.5916 292.515 0.788799 0
266 13287 Muon 1 52.39 52.4958 0.105808 12.3864 0.788799 0
266 13288 Muon 1 74.5771 117.237 42.6595 47.7718 1.99022 0
266 13289 Muon 1 -115.365 -14.8168 100.548 221.981 0.665126 0
266 13290 Muon 1 -114.023 -54.9215 59.1017 282.675 0.746098 0
266 13291 Muon 1 3.96431 0.501749 3.46257 19.2684 0.182076 0
266 13292 Muon 1 117.419 -86.0381 203.457 237.67 1.89726 0
266 13293 Muon 1 17.6923 -40.6669 58.3592 209.053 1.38405 0
266 13294 Muon 1 -49.267 -48.0105 1.25653 261.116 1.27239 0
266 13296 Muon 1 -115.357 -20.9812 94.3755 154.541 1.31116 0
266 13298 Muon 1 78.3923 117.258 38.8654 41.9854 1.44321 0
266 13299 Muon 1 117.367 71.8274 45.54 91.0494 0.779377 0
266 13300 Muon 1 117.225 31.6986 85.5268 95.4633 1.09289 0
273 13601 Muon 1 71.8837 65.7732 6.11045 340.858 0.853965 0
273 13602 Muon 1 36.1527 16.7185 19.4342 80.728 0.328479 0
273 13604 Muon 1 65.01 49.1064 15.9036 17.7457 0.166296 0
273 13605 Muon 1 117.408 14.7273 102.681 118.908 1.89462 0
273 13606 Muon 1 70.3114 56.5835 13.7279 38.0126 0.374168 0
273 13607 Muon 1 25.1325 56.164 31.0315 65.4232 0.301244 0
273 13607 Muon 1 28.1427 24.6816 3.46106 8.20655 0.301244 0
273 13609 Muon 1 16.0767 77.4765 61.3998 330.028 1.58553 0
273 13611 Muon 1 75.2704 117.358 42.0878 51.5424 1.08384 0
273 13612 Muon 1 -59.7029 113.355 173.058 552.084 1.30016 0
273 13613 Muon 1 91.7378 -115.377 207.115 228.918 1.64969 0
273 13613 Muon 1 82.7251 65.1727 17.5524 19.2617 1.64969 0
273 13614 Muon 1 -88.397 -115.619 27.2222 180.289 1.9344 0
273 13615 Muon 1 57.5728 -115.312 172.885 216.137 1.88964 0
273 13616 Muon 1 46.7011 49.4893 2.78818 101.962 1.83013 0
273 13617 Muon 1 16.923 -93.5464 110.469 397.896 1.69954 0
273 13618 Muon 1 -19.6779 -40.3492 20.6714 209.178 1.7166 0
273 13621 Muon 1 80.3225 80.3152 0.0072937 22.384 0.808907 0
273 13622 Muon 1 18.9707 22.9732 4.00244 86.3576 0.590753 0
273 13623 Muon 1 -44.2225 1.07024 45.2928 78.4802 0.303716 0
273 13625 Muon 1 -16.6147 -30.1786 13.5639 167.49 0.791203 0
273 13627 Muon 1 -115.417 22.486 137.903 147.503 1.89055 0
273 13628 Muon 1 57.3597 -115.566 172.925 269.822 0.870946 0
273 13629 Muon 1 2.42525 75.2295 72.8042 155.86 1.97305 0
273 13630 Muon 1 117.408 85.7506 31.6578 203.313 0.98516 0
273 13632 Muon 1 4.20198 37.8842 33.6822 97.2677 1.54829 0
273 13633 Muon 1 -81.5015 33.264 114.765 185.536 1.2778 0
273 13635 Muon 1 116.156 -1.04845 117.204 181.747 0.880537 0
273 13637 Muon 1 69.1944 117.49 48.296 74.6928 0.550937 0
273 13639 Muon 1 -3.54859 -79.152 75.6034 166.659 1.92408 0
273 13641 Muon 1 41.4797 -115.284 156.764 184.438 0.764394 0
273 13642 Muon 1 68.3952 54.7302 13.665 80.8827 0.658419 0
273 13643 Muon 1 43.019 7.54095 35.478 88.8245 1.83927 0
273 13645 Muon 1 117.435 -28.6501 146.085 173.675 1.21419 0
273 13646 Muon 1 66.3037 68.562 2.25831 106.573 0.933352 0
273 13647 Muon 1 15.7464 49.7791 34.0327 99.5897 0.787496 0
282 14052 Muon 1 117.468 69.4351 48.0328 63.7472 0.326734 0
282 14053 Muon 1 107.177 -115.139 222.316 424.014 1.6243 0
282 14053 Muon 1 112.665 107.959 4.70583 10.2055 1.6243 0
282 14054 Muon 1 -115.559 -6.63054 108.929 128.572 1.34519 0
282 14056 Muon 1 11.4826 12.9353 1.45264 7.16831 0.517076 0
282 14057 Muon 1 -62.0301 -58.2937 3.73643 23.7099 1.9135 0
282 14058 Muon 1 -60.2473 -25.9168 34.3305 61.696 1.16738 0
282 14059 Muon 1 -79.1086 -91.519 12.4104 125.208 0.484425 0
282 14060 Muon 1 -58.5373 24.9324 83.4697 182.127 0.901423 0
282 14061 Muon 1 -17.5722 -115.434 97.8617 222.855 1.11583 0
282 14062 Muon 1 117.368 -44.2384 161.607 162.67 1.88398 0
282 14063 Muon 1 -81.5483 -93.9237 12.3753 99.6201 0.350531 0
282 14064 Muon 1 36.0546 -27.6818 63.7364 282.666 1.02003 0
