Subrun Event Type process ystart yend ydiff length Eng Michel
379 18915 Muon 1 -86.4295 -115.228 28.7987 31.2239 1.40259 0
379 18917 Muon 1 -65.9369 -82.5007 16.5639 52.8575 0.817948 0
379 18918 Muon 1 -14.8059 80.4298 95.2357 180.821 0.622084 0
379 18919 Muon 1 46.0633 117.455 71.3913 100.093 0.582505 0
379 18921 Muon 1 78.1581 89.6532 11.4952 215.471 1.17727 0
379 18924 Muon 1 117.491 67.3135 50.1775 58.3312 1.22373 0
379 18926 Muon 1 -113.579 -78.5333 35.0454 57.8159 0.260356 0
379 18927 Muon 1 -24.8719 -42.9474 18.0755 26.8433 0.19982 0
379 18930 Muon 1 -111.029 -48.3901 62.639 188.789 0.558318 0
379 18931 Muon 1 117.426 -99.2226 216.649 260.339 1.1419 0
379 18932 Muon 1 5.45826 -44.9309 50.3892 107.678 1.58574 0
379 18932 Muon 1 13.4708 6.16663 7.30414 9.93556 1.58574 0
379 18933 Muon 1 -88.3957 -73.4349 14.9608 94.9147 0.780139 0
379 18934 Muon 1 -35.4416 -14.9781 20.4636 52.5601 1.64012 0
379 18935 Muon 1 -115.098 86.166 201.264 205.264 1.34462 0
379 18936 Muon 1 -38.2368 -77.4337 39.197 49.7876 0.672768 0
379 18937 Muon 1 27.912 84.1867 56.2747 99.9256 0.362227 0
379 18939 Muon 1 -63.7497 -115.477 51.727 135.57 1.47029 0
379 18940 Muon 1 -115.808 50.8344 166.643 236.772 1.98379 0
379 18941 Muon 1 -4.20147 -115.52 111.319 330.786 1.53298 0
379 18942 Muon 1 46.0614 26.2192 19.8422 41.3092 1.28573 0
379 18943 Muon 1 -115.528 -83.0474 32.481 62.7941 0.666554 0
379 18945 Muon 1 -90.2976 -58.8032 31.4943 244.141 1.04 0
379 18946 Muon 1 65.7554 32.5056 33.2499 93.4897 0.34482 0
379 18949 Muon 1 46.8029 77.47 30.667 227.421 0.881518 0
379 18950 Muon 1 117.402 -44.7867 162.189 185.951 1.75336 0
392 19551 Muon 1 -37.6273 -51.5099 13.8825 15.87 0.196855 0
392 19552 Muon 1 66.1752 69.8649 3.68975 38.9186 0.247857 0
392 19552 Muon 1 65.3642 65.1289 0.23539 2.07185 0.247857 0
392 19553 Muon 1 24.8675 117.109 92.2416 175.653 0.790192 0
392 19553 Muon 1 25.8237 23.0194 2.80432 5.62046 0.790192 0
392 19554 Muon 1 -5.01689 -54.4483 49.4314 517.989 1.2568 0
392 19555 Muon 1 -115.659 17.2524 132.911 152.181 0.885595 0
392 19556 Muon 1 -35.4083 -75.6217 40.2134 190.017 0.826586 0
392 19558 Muon 1 -8.35807 -115.426 107.068 186.911 1.31928 0
392 19559 Muon 1 23.8749 117.407 93.5322 173.581 1.58585 0
392 19559 Muon 1 79.9801 82.3348 2.3547 4.59569 1.58585 0
392 19561 Muon 1 -115.482 26.2533 141.735 154.346 1.81747 0
392 19562 Muon 1 1.04625 3.06561 2.01936 15.4641 0.732261 0
392 19564 Muon 1 105.494 20.9947 84.4995 113.728 0.431077 0
392 19565 Muon 1 -30.3471 117.47 147.817 212.416 2.00077 0
392 19566 Muon 1 117.373 16.3159 101.057 240.314 1.46443 0
392 19567 Muon 1 76.7301 -34.68 111.41 228.924 0.969072 0
392 19569 Muon 1 -73.7138 -114.337 40.6229 78.6199 1.15662 0
392 19570 Muon 1 -113.362 -45.0285 68.3336 237.315 1.14885 0
392 19571 Muon 1 17.5562 80.7898 63.2336 227.953 0.626752 0
392 19572 Muon 1 -10.6598 -4.2976 6.3622 8.23836 0.147989 0
392 19573 Muon 1 48.0093 117.306 69.2968 102.771 1.70072 0
392 19575 Muon 1 -21.3876 78.9136 100.301 117.907 1.22633 0
392 19576 Muon 1 -45.9199 -41.812 4.1079 82.3885 1.67009 0
392 19577 Muon 1 45.5616 -56.6072 102.169 230.294 1.0338 0
392 19578 Muon 1 -115.472 -2.36666 113.105 282.797 1.2479 0
392 19579 Muon 1 -86.763 -62.1115 24.6514 65.9831 1.98839 0
392 19580 Muon 1 -44.7716 -115.443 70.6711 100.304 1.98068 0
392 19582 Muon 1 67.7557 67.0022 0.753525 17.76 0.833843 0
392 19583 Muon 1 -61.0406 -99.805 38.7645 67.3567 0.284385 0
392 19584 Muon 1 -22.1491 -44.2872 22.1381 49.4774 0.292743 0
392 19585 Muon 1 -72.9143 -59.7339 13.1804 118.644 0.748381 0
392 19586 Muon 1 -28.5062 -35.7124 7.20615 8.00459 0.153942 0
392 19587 Muon 1 82.1575 117.413 35.2553 46.3382 1.45532 0
392 19589 Muon 1 -115.475 -56.169 59.3061 62.4755 1.04073 0
392 19590 Muon 1 -100.503 -20.8953 79.6076 232.33 0.643424 0
392 19591 Muon 1 86.3812 117.489 31.1074 31.8583 1.33013 0
392 19592 Muon 1 -74.5379 -87.8586 13.3207 37.7589 0.306491 0
392 19593 Muon 1 116.771 76.7071 40.0642 51.9951 1.48813 0
392 19594 Muon 1 117.442 -58.6767 176.119 204.455 1.99917 0
392 19595 Muon 1 19.3624 -65.5636 84.9259 121.859 0.391554 0
392 19597 Muon 1 -49.5682 -60.4948 10.9266 74.6562 1.7134 0
392 19598 Muon 1 114.944 104.282 10.662 11.3557 1.66518 0
392 19599 Muon 1 -18.8247 -73.8098 54.9851 131.766 0.445568 0
392 19600 Muon 1 -115.415 -32.2124 83.2028 98.6284 1.28307 0
399 19901 Muon 1 -14.727 -25.2687 10.5417 105.916 0.425154 0
399 19902 Muon 1 -77.8176 -115.458 37.6406 154.724 0.498594 0
399 19903 Muon 1 116.935 8.18442 108.751 151.251 0.709922 0
399 19904 Muon 1 116.141 -64.2806 180.421 274.662 0.730071 0
399 19905 Muon 1 -30.2124 8.72972 38.9421 150.784 0.458099 0
399 19906 Muon 1 -75.9478 43.4203 119.368 127.295 1.67336 0
399 19906 Muon 1 -75.6787 -115.362 39.6835 42.6093 1.67336 0
399 19907 Muon 1 -49.1123 -115.424 66.3115 70.4499 0.402848 0
399 19908 Muon 1 58.2405 22.7114 35.5291 56.1187 1.77116 0
399 19909 Muon 1 -70.0222 -113.235 43.213 58.0482 1.02647 0
399 19910 Muon 1 19.5814 20.4936 0.912138 41.8742 0.228228 0
399 19911 Muon 1 104.513 -51.1453 155.658 193.099 0.828832 0
399 19912 Muon 1 -48.204 -55.7256 7.52158 40.8897 0.483844 0
399 19913 Muon 1 2.36311 -115.369 117.732 122.788 1.45261 0
399 19914 Muon 1 -93.7848 -115.64 21.855 79.1634 0.906453 0
399 19915 Muon 1 117.298 39.6853 77.6127 94.1355 0.730218 0
399 19916 Muon 1 117.059 -58.2612 175.32 379.491 1.42721 0
399 19917 Muon 1 117.313 42.949 74.3637 88.6077 1.66759 0
399 19918 Muon 1 -57.0229 117.241 174.264 231.469 1.16567 0
399 19920 Muon 1 -115.355 -59.8403 55.515 63.7989 0.310667 0
399 19921 Muon 1 117.429 79.6446 37.7841 144.08 0.784558 0
399 19922 Muon 1 -42.8126 -19.341 23.4716 81.2952 0.310885 0
399 19923 Muon 1 -52.3386 -29.7509 22.5876 383.052 0.968371 0
399 19923 Muon 1 -52.1855 -51.6783 0.507263 11.5006 0.968371 0
399 19924 Muon 1 -10.1044 -9.24254 0.861889 19.2917 0.179488 0
399 19928 Muon 1 69.9084 -115.466 185.374 307.666 1.08413 0
399 19929 Muon 1 -92.1389 -65.1881 26.9508 142.482 0.439607 0
399 19931 Muon 1 -29.6658 51.0348 80.7006 200.307 0.657315 0
399 19934 Muon 1 37.7458 62.7925 25.0467 148.483 1.0015 0
399 19934 Muon 1 57.6538 57.5746 0.0791435 8.93647 1.0015 0
399 19936 Muon 1 -91.8031 -115.514 23.7106 211.306 0.820163 0
399 19937 Muon 1 -15.2148 82.8347 98.0496 109.524 0.376194 0
399 19938 Muon 1 -30.1375 -33.6181 3.48059 307.91 0.864626 0
399 19939 Muon 1 -42.5102 63.0342 105.544 219.582 0.645488 0
399 19940 Muon 1 42.9611 -14.6284 57.5895 208.862 1.83332 0
399 19941 Muon 1 -71.115 -26.5449 44.5701 144.139 0.610521 0
399 19941 Muon 1 -71.5432 -68.6467 2.89648 8.89678 0.610521 0
399 19942 Muon 1 -10.9855 85.0358 96.0213 211.014 0.860226 0
399 19942 Muon 1 -11.3692 -25.7642 14.395 35.4366 0.860226 0
399 19945 Muon 1 71.4409 79.2965 7.85557 91.9746 1.85877 0
399 19946 Muon 1 -49.5481 -80.5067 30.9586 32.6758 0.280533 0
399 19947 Muon 1 15.7003 -115.523 131.223 141.993 1.05558 0
399 19948 Muon 1 -54.295 40.3535 94.6485 136.569 0.433977 0
399 19950 Muon 1 -22.665 -33.937 11.272 13.7352 0.236336 0
196 9752 Muon 1 68.5464 86.523 17.9766 21.3553 0.398457 0
196 9753 Muon 1 93.1292 101.931 8.8017 467.489 1.30788 0
196 9754 Muon 1 -47.186 -21.5249 25.6611 263.772 0.855663 0
196 9755 Muon 1 -40.3994 -115.555 75.1558 76.8132 1.30061 0
196 9756 Muon 1 83.8581 117.83 33.9723 82.9307 0.66702 0
196 9758 Muon 1 78.3328 117.085 38.7523 76.1983 0.416168 0
196 9760 Muon 1 -26.3152 2.40153 28.7168 41.4002 0.354883 0
196 9761 Muon 1 -62.9336 72.4169 135.351 398.121 1.16575 0
196 9762 Muon 1 -91.5635 36.5299 128.093 242.95 1.98716 0
196 9764 Muon 1 107.672 96.1771 11.4946 46.3814 0.947436 0
196 9765 Muon 1 -19.5787 32.6303 52.209 247.858 1.31317 0
196 9766 Muon 1 -57.3187 89.2252 146.544 197.11 1.36843 0
196 9766 Muon 1 -56.497 -107.99 51.4928 69.0781 1.36843 0
196 9766 Muon 1 -59.5508 -53.8353 5.71544 6.49017 1.36843 0
196 9766 Muon 1 -55.6497 -56.3995 0.74979 1.18327 1.36843 0
196 9768 Muon 1 70.5167 81.2571 10.7404 122.799 1.77195 0
196 9769 Muon 1 -97.2158 -63.0656 34.1501 55.0906 0.914516 0
196 9771 Muon 1 57.2444 -115.253 172.498 390.217 1.36077 0
196 9774 Muon 1 -115.423 93.101 208.524 213.263 1.38176 0
196 9775 Muon 1 -26.265 -31.6249 5.35984 38.9828 0.22476 0
196 9776 Muon 1 117.354 78.3387 39.0151 72.0528 1.07055 0
196 9777 Muon 1 67.6316 -106.424 174.056 208.691 1.44369 0
196 9779 Muon 1 61.8381 23.9356 37.9025 59.9183 1.06938 0
196 9780 Muon 1 -115.524 -72.2605 43.2635 54.3442 0.38911 0
196 9781 Muon 1 118.113 76.0585 42.0543 106.711 1.53185 0
196 9782 Muon 1 -43.1178 -34.997 8.12078 19.3276 0.506286 0
196 9783 Muon 1 3.82804 12.528 8.69992 19.7902 1.34237 0
196 9784 Muon 1 -66.3895 -57.0061 9.38334 143.447 1.31081 0
196 9786 Muon 1 -40.7437 -115.334 74.5902 101.428 1.70947 0
196 9790 Muon 1 -18.8639 -115.615 96.7514 106.344 1.23547 0
196 9791 Muon 1 52.3789 4.1321 48.2468 130.782 0.83915 0
196 9792 Muon 1 -31.9818 -4.77503 27.2068 93.0235 0.828691 0
196 9793 Muon 1 117.192 67.8094 49.3831 53.5939 1.05524 0
196 9794 Muon 1 -33.6589 117.355 151.013 161.741 1.32478 0
196 9795 Muon 1 -31.0768 -12.4083 18.6685 91.2773 1.74406 0
196 9796 Muon 1 -77.8967 -115.492 37.595 275.404 1.34712 0
196 9796 Muon 1 -78.8986 -78.5354 0.363228 3.94894 1.34712 0
196 9797 Muon 1 -115.077 -74.8602 40.2167 56.9008 0.456323 0
196 9799 Muon 1 74.9787 117.371 42.3923 58.4749 1.86988 0
196 9800 Muon 1 -35.0123 -41.8869 6.87463 147.001 0.714029 0
223 11101 Muon 1 -23.8691 -34.1422 10.2731 16.1354 1.72315 0
223 11102 Muon 1 -70.5793 -70.6231 0.0437469 77.1312 0.386539 0
223 11102 Muon 1 -70.5718 -74.307 3.7352 29.2442 0.386539 0
223 11103 Muon 1 97.1412 86.1699 10.9713 47.0815 0.847793 0
223 11104 Muon 1 35.5206 -35.3594 70.8801 616.065 1.48594 0
223 11106 Muon 1 64.0714 77.2435 13.1721 91.1617 1.63321 0
223 11107 Muon 1 -64.9922 48.3649 113.357 168.132 0.925577 0
223 11108 Muon 1 -10.1362 117.691 127.827 145.448 1.43851 0
223 11109 Muon 1 -93.0323 15.4134 108.446 163.945 0.519696 0
223 11110 Muon 1 -23.663 -115.367 91.7035 219.724 1.44482 0
223 11112 Muon 1 31.6595 21.522 10.1375 21.2134 0.184813 0
223 11114 Muon 1 88.8504 105.023 16.1721 55.6294 0.26467 0
223 11116 Muon 1 9.26661 -10.4577 19.7243 50.281 0.249724 0
223 11117 Muon 1 -115.613 -30.4001 85.2127 137.236 0.507662 0
223 11118 Muon 1 96.8514 95.9716 0.879776 22.6282 1.13074 0
223 11119 Muon 1 117.291 64.7926 52.4986 67.4575 1.89235 0
223 11120 Muon 1 49.8534 -79.7019 129.555 294.992 0.870405 0
223 11121 Muon 1 32.2617 117.477 85.2155 184.27 0.554943 0
223 11122 Muon 1 -67.2759 1.64118 68.917 103.017 0.359518 0
223 11124 Muon 1 -115.421 82.7492 198.17 210.511 0.765127 0
223 11125 Muon 1 52.176 -115.463 167.639 419.471 1.33383 0
223 11126 Muon 1 50.0514 40.395 9.65638 52.0891 0.630348 0
223 11127 Muon 1 117.071 10.4068 106.664 203.428 0.988436 0
223 11128 Muon 1 -47.1598 -55.2362 8.07644 20.8284 0.187539 0
223 11129 Muon 1 13.2249 -115.601 128.826 139.842 1.96557 0
223 11131 Muon 1 -43.218 -115.534 72.3159 172.875 1.91404 0
223 11133 Muon 1 -115.286 -62.3586 52.9269 112.951 1.81244 0
223 11134 Muon 1 43.8638 117.321 73.4568 89.2011 1.6245 0
223 11135 Muon 1 -17.9675 -29.7799 11.8124 45.6941 0.250739 0
223 11136 Muon 1 -73.1832 -115.455 42.2721 108.384 0.90567 0
223 11139 Muon 1 -79.251 -2.74953 76.5015 99.0551 0.356094 0
223 11140 Muon 1 -52.6839 55.4913 108.175 316.359 1.8392 0
223 11141 Muon 1 -115.63 3.37894 119.009 166.729 1.29521 0
223 11143 Muon 1 -10.1365 -16.3514 6.21484 423.058 1.07315 0
223 11144 Muon 1 38.3904 117.468 79.0779 90.0274 1.8442 0
223 11145 Muon 1 54.0925 -16.8169 70.9094 156.542 1.27625 0
223 11146 Muon 1 117.472 -31.9757 149.448 159.465 0.637809 0
223 11147 Muon 1 -111.008 -115.095 4.08652 4.72083 1.31867 0
223 11148 Muon 1 -7.70627 -17.8145 10.1082 53.7042 1.16489 0
223 11149 Muon 1 -26.5726 -87.5175 60.9449 123.565 0.881302 0
223 11150 Muon 1 14.6695 -115.485 130.154 279.314 0.850675 0
226 11251 Muon 1 -77.551 -115.4 37.8491 55.5793 0.574951 0
226 11252 Muon 1 8.4497 27.3078 18.8581 109.13 0.604232 0
226 11253 Muon 1 65.258 -71.0427 136.301 323.6 1.56864 0
226 11254 Muon 1 -4.9973 -115.582 110.584 113.61 1.93483 0
226 11255 Muon 1 80.1605 65.3745 14.786 41.8963 1.35848 0
226 11256 Muon 1 77.1704 -20.437 97.6074 139.679 1.9339 0
226 11259 Muon 1 -58.1399 -115.531 57.3915 121.851 1.23915 0
226 11261 Muon 1 1.99244 -39.1841 41.1766 64.4848 0.273272 0
226 11262 Muon 1 -75.6169 -115.44 39.8234 72.0988 0.307224 0
226 11263 Muon 1 42.2058 27.3596 14.8462 24.4671 0.973975 0
226 11264 Muon 1 87.2439 81.8642 5.37977 11.0002 1.84292 0
226 11265 Muon 1 61.1063 117.272 56.1659 57.5165 1.06754 0
226 11266 Muon 1 59.5293 66.0718 6.5425 74.1372 0.731955 0
226 11266 Muon 1 55.2565 58.5814 3.32487 26.5508 0.731955 0
226 11266 Muon 1 55.1389 54.7554 0.383453 5.63643 0.731955 0
226 11269 Muon 1 75.6283 117.171 41.5428 41.6599 1.29101 0
226 11271 Muon 1 117.282 91.6007 25.6813 46.0001 1.04441 0
226 11272 Muon 1 -7.5219 31.6218 39.1437 106.202 1.83091 0
226 11273 Muon 1 117.514 77.6592 39.8549 47.5564 1.2849 0
226 11274 Muon 1 -12.2059 -41.6595 29.4536 106.022 0.367617 0
226 11276 Muon 1 -115.702 -87.7181 27.9842 82.2974 0.371362 0
226 11277 Muon 1 -89.7821 -115.462 25.6799 32.2659 0.241917 0
226 11279 Muon 1 57.6981 52.8131 4.88495 331.532 0.869007 0
226 11280 Muon 1 -8.46349 3.62356 12.087 50.3883 1.17818 0
226 11281 Muon 1 -34.102 -35.4955 1.39352 6.43144 0.144308 0
226 11282 Muon 1 -115.436 -12.6438 102.793 110.303 0.524511 0
226 11284 Muon 1 -51.0912 -54.5714 3.48018 50.1218 1.85547 0
226 11284 Muon 1 -51.3276 -53.9634 2.63581 7.08007 1.85547 0
226 11284 Muon 1 -51.7739 -51.3097 0.464214 3.94417 1.85547 0
226 11285 Muon 1 -51.4044 -49.1177 2.28672 122.327 0.503907 0
226 11288 Muon 1 73.5577 45.3712 28.1865 37.3412 1.23552 0
226 11289 Muon 1 -81.8501 -115.191 33.3404 43.377 0.740928 0
226 11290 Muon 1 83.3003 62.7413 20.5591 74.3041 0.300705 0
226 11293 Muon 1 -11.4903 63.6236 75.1139 226.369 1.02769 0
226 11295 Muon 1 30.2551 -36.9653 67.2204 323.013 1.4094 0
226 11295 Muon 1 30.9584 105.506 74.5472 238.216 1.4094 0
226 11296 Muon 1 -55.5528 31.7791 87.3319 193.07 1.52787 0
226 11297 Muon 1 18.4488 23.3008 4.85191 94.9334 1.94198 0
226 11298 Muon 1 117.256 86.4319 30.8239 37.9395 0.367988 0
226 11299 Muon 1 -115.312 33.5816 148.893 287.366 1.40794 0
226 11300 Muon 1 79.2177 67.1096 12.1081 350.212 0.905409 0
238 11853 Muon 1 92.1664 70.2525 21.9139 267.751 1.97404 0
238 11855 Muon 1 -28.7587 -115.387 86.6287 113.629 1.71006 0
238 11857 Muon 1 11.3234 -115.461 126.784 141.902 1.36817 0
238 11858 Muon 1 -39.5997 21.7501 61.3498 86.7734 0.329072 0
238 11859 Muon 1 117.352 79.8723 37.4793 45.7953 1.12137 0
238 11860 Muon 1 -9.46061 -54.7019 45.2413 207.384 1.13685 0
238 11861 Muon 1 -62.7058 117.55 180.255 218.326 1.78084 0
238 11862 Muon 1 117.427 32.8745 84.5522 214.208 1.58116 0
238 11863 Muon 1 -40.6552 -44.1768 3.52161 191.035 0.704171 0
238 11864 Muon 1 -82.3885 -27.0381 55.3504 88.5699 0.332554 0
238 11866 Muon 1 4.35407 61.3366 56.9825 99.4168 1.65438 0
238 11867 Muon 1 -115.327 -15.5409 99.7858 114.876 0.420801 0
238 11868 Muon 1 37.764 117.334 79.5699 109.287 1.67046 0
238 11869 Muon 1 69.9751 -115.536 185.511 214.231 1.44987 0
238 11871 Muon 1 84.4814 117.321 32.8398 96.9767 0.986266 0
238 11871 Muon 1 86.4625 86.1211 0.341385 1.5397 0.986266 0
238 11872 Muon 1 31.8635 31.1165 0.747015 13.0041 0.270481 0
238 11873 Muon 1 -25.334 -11.1206 14.2133 24.1513 1.83424 0
238 11874 Muon 1 94.6988 66.1446 28.5542 89.8454 1.48073 0
238 11875 Muon 1 -53.2311 -83.2082 29.9771 277.236 1.86547 0
238 11876 Muon 1 79.1387 76.8018 2.33692 32.9701 0.215535 0
238 11877 Muon 1 27.8801 19.8887 7.99137 276.702 0.723759 0
238 11878 Muon 1 54.9915 25.5295 29.462 55.0417 0.265243 0
238 11879 Muon 1 -117.353 -21.1942 96.1587 100.315 0.440727 0
238 11880 Muon 1 -115.353 -112.448 2.90565 6.59946 1.56635 0
238 11882 Muon 1 74.5993 117.328 42.7284 60.6844 1.1208 0
238 11883 Muon 1 116.939 -4.06618 121.005 263.062 1.25344 0
238 11884 Muon 1 54.4232 -6.53824 60.9614 151.285 1.33624 0
238 11885 Muon 1 -18.2772 13.3866 31.6639 273.312 0.902072 0
238 11886 Muon 1 26.5552 36.2094 9.65429 23.9294 1.89892 0
238 11887 Muon 1 -71.7696 -87.2915 15.522 31.5233 1.68652 0
238 11889 Muon 1 -26.7223 -21.2894 5.43283 10.2996 1.75101 0
238 11890 Muon 1 -24.6548 117.574 142.228 246.115 1.07314 0
238 11892 Muon 1 -48.9988 -115.289 66.2906 77.0435 1.39806 0
238 11893 Muon 1 -4.35133 23.2775 27.6288 58.1343 0.978195 0
238 11894 Muon 1 117.589 75.9872 41.6016 63.3789 1.07268 0
238 11895 Muon 1 117.667 -78.4284 196.096 210.619 0.843345 0
238 11899 Muon 1 117.432 86.3253 31.1072 59.2619 0.349292 0
238 11900 Muon 1 -27.6489 -115.317 87.668 105.139 0.919878 0
242 12051 Muon 1 24.0272 -115.522 139.549 168.581 1.09566 0
242 12052 Muon 1 12.9677 70.0987 57.131 112.9 0.374252 0
242 12053 Muon 1 -115.271 -69.2343 46.0363 107.731 1.27177 0
242 12054 Muon 1 30.1658 75.8791 45.7133 176.311 0.946731 0
242 12056 Muon 1 -23.2547 79.7185 102.973 225.18 1.2393 0
242 12057 Muon 1 -83.6056 -13.3275 70.2781 156.301 0.472443 0
242 12058 Muon 1 89.8072 117.281 27.4734 35.6227 0.963859 0
242 12059 Muon 1 96.6191 53.1629 43.4562 120.386 1.00936 0
242 12060 Muon 1 63.824 33.0468 30.7772 105.352 1.24986 0
242 12061 Muon 1 -67.8371 -35.8303 32.0068 41.8433 0.226257 0
242 12062 Muon 1 87.2677 102.431 15.1635 59.6259 0.329135 0
242 12065 Muon 1 -69.149 117.394 186.543 329.144 1.69461 0
242 12066 Muon 1 -115.361 -52.3309 63.03 87.3535 1.53171 0
242 12067 Muon 1 -98.9854 -95.1395 3.84589 26.9834 0.199963 0
242 12070 Muon 1 23.1075 27.7558 4.64836 24.9448 1.22372 0
242 12071 Muon 1 5.63378 -114.266 119.899 318.29 0.859458 0
242 12074 Muon 1 20.2696 92.332 72.0625 72.7448 0.296358 0
242 12075 Muon 1 9.30654 -34.0875 43.3941 88.9516 0.330023 0
242 12076 Muon 1 53.8959 117.404 63.5077 92.7049 0.479392 0
242 12078 Muon 1 -81.6696 -115.583 33.9134 54.7918 0.291006 0
242 12079 Muon 1 -1.14157 -10.5257 9.38409 56.6243 1.54097 0
242 12081 Muon 1 -115.399 -92.7914 22.6073 35.7172 1.48366 0
242 12082 Muon 1 86.2036 -24.7635 110.967 225.234 1.42579 0
242 12083 Muon 1 84.7577 -115.389 200.147 384.486 1.8713 0
242 12084 Muon 1 -20.1977 -115.567 95.3692 151.19 1.00794 0
242 12086 Muon 1 -115.44 18.5785 134.019 167.349 0.501709 0
242 12087 Muon 1 117.525 56.9654 60.5596 68.6425 1.02356 0
242 12088 Muon 1 44.4774 112.168 67.6904 136.919 0.445921 0
242 12090 Muon 1 -25.5399 -23.8978 1.64215 117.303 0.670469 0
242 12091 Muon 1 13.3559 117.529 104.173 114.963 1.6327 0
242 12094 Muon 1 -115.519 -49.133 66.3861 126.231 1.79669 0
242 12095 Muon 1 -89.3036 31.4592 120.763 239.838 1.25765 0
242 12096 Muon 1 0.139274 -40.4223 40.5616 44.8142 0.953136 0
242 12097 Muon 1 -22.1644 -23.7026 1.53819 142.014 1.44728 0
242 12098 Muon 1 -72.8149 86.4682 159.283 216.502 1.43711 0
242 12100 Muon 1 -115.433 -19.5928 95.8402 402.017 1.95256 0
197 9801 Muon 1 -63.9837 -115.084 51.1006 92.3255 1.87111 0
197 9803 Muon 1 30.7573 117.383 86.6258 178.438 0.565924 0
197 9804 Muon 1 -11.0109 52.589 63.5999 148.477 0.644054 0
197 9805 Muon 1 50.5375 -115.391 165.929 250.963 1.36982 0
197 9806 Muon 1 93.948 -6.76068 100.709 207.662 1.81637 0
197 9807 Muon 1 -76.7214 27.3095 104.031 145.784 0.482211 0
197 9807 Muon 1 -76.8983 -83.679 6.78069 10.7029 0.482211 0
197 9808 Muon 1 -14.6858 -74.4809 59.7951 61.7187 0.274295 0
197 9810 Muon 1 52.4673 25.6372 26.8301 386.293 1.24096 0
197 9811 Muon 1 61.9151 102.517 40.6014 45.8645 0.243302 0
197 9812 Muon 1 54.5449 53.3585 1.18632 1.4969 0.180956 0
197 9813 Muon 1 74.4464 117.145 42.6981 43.2962 1.1355 0
197 9814 Muon 1 -90.1784 -14.6961 75.4822 223.758 0.626261 0
197 9817 Muon 1 48.8936 -4.97122 53.8648 82.8735 0.393546 0
197 9817 Muon 1 48.865 70.1729 21.3079 37.1463 0.393546 0
197 9818 Muon 1 69.7724 104.189 34.4161 68.5057 0.285469 0
197 9819 Muon 1 -51.5875 -56.9093 5.32183 24.0187 1.71738 0
197 9820 Muon 1 117.418 47.9076 69.51 188.242 1.43231 0
197 9821 Muon 1 95.9177 101.385 5.46757 24.8085 0.840433 0
197 9822 Muon 1 59.8787 -73.4682 133.347 245.866 1.3363 0
197 9823 Muon 1 2.46817 43.0748 40.6066 123.898 0.7453 0
197 9825 Muon 1 -115.05 -28.2292 86.821 94.4726 0.954122 0
197 9827 Muon 1 44.9226 -59.3616 104.284 149.865 0.863699 0
197 9828 Muon 1 -41.1286 67.0272 108.156 163.656 1.48338 0
197 9828 Muon 1 5.37051 13.0688 7.6983 9.8886 1.48338 0
197 9829 Muon 1 -88.793 -115.497 26.7036 54.9439 1.86555 0
197 9833 Muon 1 94.8245 117.469 22.644 143.74 0.820887 0
197 9834 Muon 1 -48.6622 -82.4889 33.8267 50.1914 1.89651 0
197 9835 Muon 1 -68.813 -6.58015 62.2329 184.701 0.652237 0
197 9836 Muon 1 -14.5307 -10.8446 3.68609 117.282 1.06005 0
197 9837 Muon 1 108.327 76.2086 32.1181 213.279 0.621635 0
197 9838 Muon 1 -114.89 -83.3054 31.5842 60.1681 0.945058 0
197 9839 Muon 1 -33.9283 -18.7099 15.2184 63.9118 0.615539 0
197 9840 Muon 1 -63.4298 117.317 180.747 200.56 0.820465 0
197 9841 Muon 1 30.4796 117.767 87.287 148.571 1.49826 0
197 9842 Muon 1 30.0773 0.131202 29.9461 130.967 0.463983 0
197 9843 Muon 1 -79.3346 90.3393 169.674 220.874 0.630807 0
197 9844 Muon 1 76.5563 117.274 40.7178 41.1505 1.10759 0
197 9845 Muon 1 73.6433 65.839 7.80424 23.6572 0.433604 0
197 9845 Muon 1 73.8907 76.4375 2.54685 8.95569 0.433604 0
197 9846 Muon 1 117.492 45.7578 71.7342 72.4441 1.41292 0
197 9847 Muon 1 11.5239 -15.1525 26.6764 29.1663 0.213669 0
197 9847 Muon 1 15.6965 16.6969 1.00033 1.01906 0.213669 0
197 9848 Muon 1 57.2896 54.187 3.10267 121.244 1.24752 0
197 9849 Muon 1 92.1349 -115.515 207.65 216.436 1.79512 0
204 10153 Muon 1 67.4036 117.464 50.0603 187.208 0.898179 0
204 10155 Muon 1 -39.9925 62.595 102.588 225.951 1.88497 0
204 10157 Muon 1 117.037 17.9199 99.1167 176.467 1.79976 0
204 10158 Muon 1 53.7011 32.9759 20.7252 215.716 0.593454 0
204 10160 Muon 1 13.8518 27.3348 13.4831 26.3529 0.221261 0
204 10160 Muon 1 14.7562 11.8478 2.90838 6.60222 0.221261 0
204 10161 Muon 1 -77.3764 -104.998 27.6212 68.5622 1.01689 0
204 10162 Muon 1 -115.592 -6.92491 108.667 138.395 1.88766 0
204 10163 Muon 1 -64.4123 -89.3805 24.9682 32.6386 1.85379 0
204 10164 Muon 1 4.80938 -2.82019 7.62957 18.2674 0.252967 0
204 10165 Muon 1 -115.406 -19.7154 95.6908 114.998 1.02291 0
204 10167 Muon 1 -8.70479 -112.707 104.002 156.129 1.88271 0
204 10170 Muon 1 -8.84505 -55.9861 47.1411 50.8791 0.250354 0
204 10171 Muon 1 9.75233 117.424 107.672 110.494 0.648583 0
