0,0.828119,0.451141,0.635417
50,0.576716
100,0.530338
150,0.366175
200,0.324673
250,0.456493
300,0.64713
350,0.3624
400,0.481178
450,0.257004
500,0.58004,0.604588,0.318641
550,0.384178
600,0.206373
650,0.286283
700,0.250608
750,0.413041
800,0.36187
850,0.359293
900,0.258163
950,0.374979
1000,0.62264,0.734707,0.435427
1050,0.324298
1100,0.271427
1150,0.372965
1200,0.219978
1250,0.518327
1300,0.327705
1350,0.285007
1400,0.39954
1450,0.33096
1500,0.615961,0.619021,0.38454
1550,0.305144
1600,0.231869
1650,0.286313
1700,0.249802
1750,0.354693
1800,0.22668
1850,0.291613
1900,0.230302
1950,0.262977
2000,0.64584,0.569809,0.269328
2050,0.326197
2100,0.461401
2150,0.295465
2200,0.444518
2250,0.204313
2300,0.297038
2350,0.318397
2400,0.183664
2450,0.302606
2500,0.65968,0.561771,0.282678
2550,0.254888
2600,0.374938
2650,0.333241
2700,0.24418
2750,0.399788
2800,0.393104
2850,0.312324
2900,0.287936
2950,0.310068
3000,0.65256,0.566723,0.220003
3050,0.493761
3100,0.319231
3150,0.27921
3200,0.383844
3250,0.306487
3300,0.366922
3350,0.319128
3400,0.219852
3450,0.30349
3500,0.65492,0.566042,0.255858
3550,0.338482
3600,0.213406
3650,0.307074
3700,0.231094
3750,0.290273
3800,0.265437
3850,0.317449
3900,0.455071
3950,0.294997
4000,0.65584,0.564298,0.441015
4050,0.229738
4100,0.275268
4150,0.274047
4200,0.166053
4250,0.299087
4300,0.283124
4350,0.271084
4400,0.346193
4450,0.334691
4500,0.656,0.564078,0.25464
4550,0.41811
4600,0.398642
4650,0.305506
4700,0.29405
4750,0.330829
4800,0.239024
4850,0.519401
4900,0.311829
4950,0.250473
5000,0.65632,0.5639,0.40039
5050,0.304104
5100,0.360042
5150,0.320453
5200,0.232193
5250,0.284143
5300,0.2748
5350,0.320722
5400,0.231211
5450,0.310879
5500,0.65536,0.564977,0.234694
5550,0.270516
5600,0.287702
5650,0.334659
5700,0.46221
5750,0.310731
5800,0.439705
5850,0.247132
5900,0.294045
5950,0.316142
6000,0.65648,0.563667,0.162092
6050,0.302481
6100,0.275464
6150,0.272056
6200,0.382914
6250,0.343762
6300,0.249825
6350,0.436844
6400,0.38055
6450,0.279989
6500,0.656,0.563955,0.277016
6550,0.335374
6600,0.217631
6650,0.508888
6700,0.309206
6750,0.275231
6800,0.380207
6850,0.299494
6900,0.364235
6950,0.325437
7000,0.65484,0.565118,0.223291
7050,0.303719
7100,0.257619
7150,0.337338
7200,0.230889
7250,0.315055
7300,0.22796
7350,0.251092
7400,0.283539
7450,0.328176
7500,0.6554,0.565034,0.430359
7550,0.303162
7600,0.443808
7650,0.202395
7700,0.300253
7750,0.297763
7800,0.160453
7850,0.302933
7900,0.280792
7950,0.255808
8000,0.65584,0.564186,0.346201
8050,0.337941
8100,0.240346
8150,0.423531
8200,0.386071
8250,0.291206
8300,0.279287
8350,0.330856
8400,0.201173
8450,0.479814
8500,0.65588,0.564196,0.291423




